maximum_weight_fraction
0.01
0.01
0.05
0.05
0.055
0.05
0.002
0.01
0.05
0.02
0.01
0.025
0.01
0.01
0.77
0.011000000000000001
0.003
0.001
0.003
0.0005200000000000001
0.05
0.01
0.01
0.05
0.03
0.003
0.0005200000000000001
0.01
0.05
0.01
0.0085
0.002
0.01
0.01
0.1
0.001
0.0095
0.015
0.01
0.025
0.02
0.001
0.012
0.01
0.03
0.01
0.05
0.1
0.01
0.006999999999999999
0.07
0.01
0.05
0.01
0.05
0.003
0.01
0.01
0.016
0.01
0.025
0.03
0.1
0.05
0.0005200000000000001
0.03
0.01
0.01
0.1
0.01
0.01
0.1
0.025
0.006
0.05
0.025
0.0007
0.0028
0.1
0.025
0.003
0.08
0.0028
0.05
0.01
0.05
0.01
0.03
0.01
0.01
0.003
0.01
0.0005200000000000001
0.03
0.01
0.05
0.001
0.01
0.1
0.05
0.009000000000000001
0.01
0.005
0.1
0.01
0.018609999999999998
0.1
0.1
0.0005
0.1
0.01
0.03
0.01
0.0037
0.01
0.01
0.01
0.05
0.01
0.02
0.01
0.1
0.07
0.01
0.07
0.07
0.025
0.01
0.01
0.01
0.7
0.015
0.01
0.05
0.05
0.015
0.015
0.05
0.1
0.01
0.01
0.05
0.015
0.015
0.05
0.015
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.01
0.01
0.01
0.05
0.05
0.015
0.015
0.05
0.05
0.05
0.01
0.05
0.05
0.015
0.05
0.05
0.01
0.05
0.01
0.015
0.05
0.01
0.01
0.05
0.01
0.05
0.01
0.01
0.01
0.015
0.05
0.01
0.01
0.05
0.05
0.05
0.01
0.01
0.01
0.015
0.01
0.01
0.05
0.05
0.05
0.015
0.015
0.01
0.05
0.01
0.05
0.05
0.015
0.05
0.1
0.01
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.1
0.05
0.05
0.05
0.05
0.05
0.1
0.05
0.1
0.01
0.1
0.05
0.01
0.01
0.01
0.01
0.01
0.001
0.05
0.015
0.05
0.01
0.01
0.001
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.015
0.01
0.01
0.01
0.01
0.01
0.001
0.01
0.001
0.01
0.01
0.015
0.01
0.01
0.01
0.01
0.015
0.01
0.05
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.001
0.01
0.01
0.01
0.01
0.00049
0.01
0.001
0.0002
0.01
0.002
0.002
0.008
0.016
0.05
0.05
1.0
0.05
0.01
0.01
0.1
0.001
0.001
0.001
0.001
0.001
0.001
0.07
0.001
0.001
0.01
0.001
0.001
0.001
0.001
0.01
0.01
0.01
0.05
0.05
0.01
0.05
0.05
0.015
0.01
0.05
0.05
0.05
0.01
0.05
0.05
0.015
0.05
0.05
0.05
0.015
0.01
0.01
0.01
0.05
0.05
0.05
0.05
0.05
0.05
0.01
0.01
0.01
0.05
0.01
0.05
0.01
0.01
0.01
0.01
0.05
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.015
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.05
0.05
0.05
0.05
0.01
0.05
0.05
0.05
0.01
0.01
0.05
0.05
0.01
0.05
0.05
0.01
0.01
0.05
0.05
0.01
0.015
0.01
0.01
0.01
0.05
0.05
0.01
0.05
0.001
0.01
0.01
0.05
0.05
0.01
0.1
0.05
0.001
0.05
0.05
0.015
0.05
0.05
0.01
0.05
0.01
0.05
0.015
0.05
0.05
0.05
0.1
0.05
0.01
0.05
0.05
0.015
0.015
0.1
0.05
0.05
0.05
0.01
0.05
0.05
0.05
0.015
0.05
0.01
0.01
0.1
0.3
0.05
0.05
0.01
0.01
0.05
0.01
0.05
0.1
0.01
0.05
0.01
0.01
0.015
0.05
0.05
0.015
0.05
0.01
0.01
0.01
0.015
0.015
0.01
0.015
0.01
0.0042
0.000735
0.015
0.05
0.05
0.001
0.001
0.01
0.015
0.01
0.015
0.01
0.01
0.01
0.05
0.01
0.01
0.01
0.015
0.01
0.01
0.05
0.3
0.01
0.01
0.015
0.01
0.05
0.01
0.3
0.01
0.001
0.01
0.001
0.015
0.001
0.05
0.01
0.05
0.05
0.01
0.001
0.05
0.001
0.015
0.01
0.01
0.015
0.015
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.015
0.01
0.015
0.015
0.015
0.015
0.01
0.015
0.01
0.015
0.015
0.015
0.9935
0.15
0.15
0.15
0.9972
0.95
0.15
0.95
0.9935
0.15
0.95
0.95
0.95
0.15
0.15
0.01
0.05
0.01
0.015
0.015
0.015
0.05
0.01
0.01
0.01
0.015
0.05
0.05
0.05
0.05
0.05
0.015
0.01
0.015
0.015
0.05
0.01
0.01
0.01
0.01
0.05
0.05
0.01
0.05
0.05
0.05
0.01
0.05
0.015
0.05
0.05
0.05
0.05
0.05
0.05
0.01
0.01
0.015
0.01
0.05
0.015
0.01
0.05
0.015
0.05
0.05
0.015
0.05
0.01
0.01
0.01
0.05
0.05
0.015
0.015
0.05
0.01
0.01
0.015
0.015
0.05
0.015
0.015
0.01
0.01
0.01
0.015
0.02
0.03
0.25
0.2
0.2
0.3
0.1
0.01
0.14
0.05
0.3
0.3
0.07
0.14
0.17
0.3
0.12
0.16
0.4
0.67
0.15
0.37
0.11
0.1
0.2
0.2
0.1
0.24
0.15
0.11
0.08
0.14
0.4
0.15
0.2
0.025
0.4
0.1
0.7
0.08
0.14
0.07
0.17
0.1
0.2
0.07
0.145
0.2
0.29
0.1
0.1
0.08
0.08
0.2
0.21899999999999997
0.05
0.001
0.07
0.2
0.4
0.14
0.05
0.25
0.1
0.05
0.2
0.2
0.1
0.2
0.15
0.1
0.1
0.07
0.2
0.15
0.12
0.15
0.3
0.15
0.4
0.08
0.025
0.3
0.18
0.1
0.3
0.1
0.1
0.2
0.08
0.12
0.1
0.4
0.2
0.05
0.15
0.1
0.08
0.07
0.08
0.08
0.025
0.15
0.4
0.07
0.06
0.03
0.37
0.07
0.14
0.4
0.14
0.4
0.3
0.2
0.15
0.6
0.015
0.1
0.011000000000000001
0.16
0.05
0.006999999999999999
0.05
0.05
0.05
0.6
0.2
0.05
0.02
0.05
0.91824
0.3
0.02
0.3
0.3
0.05
0.026000000000000002
0.05
0.06
0.02
0.01
0.05
0.05
0.1
0.05
0.05
0.05
0.03
0.02
0.2
0.05
0.1
0.01
0.05
0.02
0.05
0.02
0.05
0.01
0.02
0.2
0.1
0.05
0.01
0.6
0.01
0.05
0.05
0.01
0.05
0.06
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.06
0.009000000000000001
0.05
0.1
0.25
0.05
0.05
0.05
0.05
0.02
0.95
0.05
0.01
0.05
0.05
0.05
0.01
0.05
0.1
0.05
0.001
0.05
0.05
0.05
0.05
0.3
0.05
0.05
0.1
0.02
0.1
0.02
0.06
0.05
0.001
0.3
0.24
0.05
0.05
0.03
0.06
0.05
0.02
0.02
0.05
0.97
0.05
0.02
0.05
0.001
0.05
0.02
0.03
0.05
0.05
0.01
0.05
0.01
0.05
0.06
0.3
1.0
0.05
0.6
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.3
0.05
0.24
0.48
0.05
0.05
0.08
0.97
0.04
0.3
0.06
0.05
0.05
0.2
0.55
0.1
0.01
0.05
0.48
0.05
0.03
0.3
0.05
0.48
0.001
0.05
0.05
0.05
0.05
0.05
0.03
0.1
0.05
0.001
0.01
0.02
0.05
0.05
0.05
0.1
0.05
0.02
0.05
0.1
0.05
0.05
0.01
0.02
0.02
0.05
0.05
0.05
0.9699
0.05
0.05
0.05
0.05
0.55
0.05
0.05
0.05
0.06
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.015
0.02
0.01
0.05
0.48
0.05
0.05
0.02
0.3
0.95
0.05
0.05
0.97
0.05
0.06
0.9666
0.05
0.05
0.05
0.05
0.05
0.3
0.06
0.05
0.001
0.05
0.01
0.05
0.3
0.47
0.48
0.05
0.1
0.05
0.03
0.05
0.02
0.02
0.05
0.05
0.01
0.15
0.15
0.1
0.1
0.015
0.1
0.05
0.05
0.05
0.1
0.05
0.15
0.15
0.15
0.15
0.1
0.1
0.1
0.05
0.05
0.05
0.13
0.15
0.15
0.15
0.15
0.05
0.015
0.03
0.05
0.1
0.05
0.05
0.1
0.05
0.15
0.015
0.05
0.1
0.015
0.02
0.05
0.1
0.1
0.05
0.15
0.1
0.015
0.05
0.1
0.1
0.15
0.1
0.05
0.015
0.015
0.1
0.05
0.1
0.15
0.15
0.1
0.1
0.1
0.15
0.05
0.1
0.1
0.1
0.1
0.01
0.1
0.05
0.1
0.13
0.05
0.1
0.15
0.1
0.05
0.15
0.15
0.1
0.01
0.05
0.05
0.05
0.2
0.05
0.05
0.15
0.05
0.1
0.15
0.02
0.1
0.1
0.1
0.05
0.1
0.1
0.1
0.015
0.12
0.15
0.05
0.1
0.05
0.05
0.1
0.1
0.15
0.1
0.15
0.15
0.05
0.05
0.1
0.3
0.3
0.2
0.05
0.2
0.01
0.05
0.1
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.3
0.2
0.05
0.1
0.05
0.015
0.01
0.001
0.01
0.05
0.05
0.05
0.01
0.01
0.01
0.015
0.015
0.001
0.05
0.05
0.01
0.01
0.05
0.01
0.01
0.015
0.05
0.05
0.05
0.01
0.015
0.05
0.015
0.015
0.05
0.001
0.01
0.05
0.05
0.05
0.05
0.05
0.015
0.01
0.015
0.05
0.015
0.05
0.015
0.05
0.015
0.09
0.2
0.05
0.05
0.1
0.001
0.01
0.000395
0.001
0.05
0.01
0.001
0.05
0.05
0.13
0.05
0.01
0.001
0.05
0.05
0.001
0.01
0.03
0.01
0.1
0.01
0.08
0.01
0.002
0.3
0.61
0.3
0.05
0.07
0.08
0.01
0.02
0.08
0.3
0.3
0.04
0.06
0.06
0.3
0.01
0.006502
0.0088
0.00015
0.006502
0.05
0.01
0.002
0.001
0.001
0.001
0.0003
0.001
0.16
0.001
0.15
0.001
0.001
0.001
0.001
0.04
0.09300000000000001
0.01
0.05
0.02
0.05
0.04
0.12
0.001
0.1
0.1
0.09
0.01
0.06
0.047
0.05
0.05
0.05
0.1
0.05
0.01
0.02
0.07
0.1
0.06
0.08
0.02
0.05
0.06
0.047
0.05
0.4
0.05
0.04
0.09
0.05
0.04
0.05
0.05
0.07
0.09
0.1
0.1
0.001
0.1
0.05
0.05
0.001
0.01
0.05
0.1
0.05
0.05
0.05
0.05
0.1
0.05
0.05
0.05
0.05
0.05
0.001
0.001
0.05
0.05
0.001
0.01
0.05
0.001
0.001
0.05
0.1
0.01
0.05
0.05
0.001
0.001
0.05
0.05
0.05
0.05
0.05
0.01
0.015
0.01
0.05
0.05
0.015
0.05
0.05
0.05
0.015
0.05
0.05
0.05
0.05
0.05
0.015
0.05
0.01
0.001
0.05
0.05
0.05
0.05
0.05
0.05
0.0325
0.07
0.03
0.06
0.05
0.05
0.03
0.09
0.01
0.01
0.05
0.05
0.02
0.05
0.05
0.07
0.05
0.01
0.05
0.1
0.05
0.05
0.37
0.1
0.11
0.1
0.2
0.05
0.23
0.05
0.2
0.1
0.1
0.09
0.1
0.15
0.6
0.15
0.3
0.05
0.11
0.1
0.37
0.1
0.25
0.32
0.05
0.24
0.13
0.25
0.34
0.1
0.0001
0.38
0.4
0.25
0.3
0.2
0.2
0.13
0.1
0.3
0.15
0.09
0.25
0.4
0.15
0.35
0.15
0.09
0.344
0.0001
0.05
0.22
0.05
0.15
0.05
0.15
0.05
0.08
0.08
0.17
0.05
0.0001
0.0001
0.15
0.4
0.09
0.18
0.11
0.1
0.4
0.3
0.564
0.2
0.3
0.11
0.3
0.15
0.25
0.1
0.15
0.16899999999999998
0.001
0.13
0.05
0.01
0.05
0.35
0.13
0.22
0.15
0.15
0.11
0.11
0.2
0.001
0.11
0.15
0.3
0.5
0.13
0.08
0.08
0.09
0.3
0.21
0.15
0.22
0.05
0.15
0.05
0.22
0.6759999999999999
0.13
0.23
0.1
0.1
0.2
0.6
0.15
0.11
0.25
0.7290000000000001
0.2
0.11
0.22
0.4
0.59
0.15
0.03
0.1
0.1
0.25
0.1
0.2
0.22
0.22
0.2
0.1
0.1
0.15
0.04
0.6759999999999999
0.03
0.15
0.1
0.05
0.1
0.28
0.01
0.3
0.7290000000000001
0.0001
0.027999999999999997
0.3
0.6
0.2
0.05
0.04
0.08
0.3
0.15
0.35
0.11
0.1
0.08
0.15
0.15
0.11
0.25
0.1
0.05
0.19
0.04
0.03
0.06
0.43
0.1
0.2
0.023
0.1
0.32
0.37
0.11
0.32
0.2
0.16
0.18
0.15
0.38
0.23
0.05
0.16
0.3
0.0001
0.1
0.15
0.005
0.15
0.05
0.001
0.001
0.001
0.001
0.001
0.001
0.01
0.05
0.15
0.3
0.15
0.05
0.15
0.3
0.3
0.01
0.1
0.02
0.1
0.03
0.15
0.05
0.01
0.05
0.125
0.2
0.2
1.5e-06
0.1
0.05
0.1
0.05
0.3
0.05
0.4
0.05
0.0345
0.09
0.1
0.1
0.1
0.3
0.055
0.01
0.06
0.1
0.09
0.0015
0.1
0.01
0.3
0.05
0.01
0.1
0.1
0.1
0.1
0.001
0.06
0.05
0.15
0.15
0.05
0.015
0.09
0.1
0.1
0.005
0.1
0.015
0.15
0.05
0.1
0.15
0.05
0.4
0.4
0.1
0.046
0.05
0.1
0.05
0.1
0.15
0.1
0.05
0.001
0.1
0.1
0.3
0.015
0.3
0.1
0.4
0.01
0.1
0.06
0.0095
0.015
0.01
0.01
0.015
0.015
0.01
0.01
0.01
0.015
0.01
0.01
0.05
0.01
0.01
0.05
0.01
0.01
0.015
0.015
0.05
0.05
0.01
0.05
0.05
0.01
0.05
0.01
0.05
0.01
0.05
0.01
0.01
0.01
0.01
0.005
0.01
0.001
0.01
0.01
0.01
0.061
0.7
0.1
0.6
0.25
0.6
0.25
0.25
0.03
0.015
0.32
0.35
0.01
0.04
0.13
0.3
0.0003
0.28
0.33
0.29
0.28
0.08
0.28
0.29
0.2
0.12
0.05
0.05
0.1
0.001
0.3
0.1
0.3
0.02
0.4
0.05
0.05
0.01
0.01
0.01
0.01
0.01
0.01
0.015
0.075
0.15
0.025
0.1
0.05
0.1
0.1
0.1
0.1
0.1
0.1
0.05
0.1
0.05
0.15
0.1
0.1
0.1
0.05
0.1
0.3
0.1
0.05
0.1
0.15
0.1
0.1
0.1
0.005
0.0004
0.0005
0.05
0.1
0.05
0.025
0.02
0.05
0.05
0.05
0.075
0.06
0.1
0.05
0.05
0.03
0.1
0.1
0.05
0.05
0.001
0.05
0.05
0.1
0.6
0.05
0.05
0.1
0.05
0.1
0.0499
0.025
0.075
0.05
0.001
0.06
0.08
0.05
0.05
0.06
0.1
0.02
0.05
0.06
0.06
0.05
0.05
0.001
0.05
0.05
0.05
0.025
0.05
0.06
0.1
0.05
0.02
0.1
0.001
0.09
0.05
0.05
0.05
0.1
0.05
0.05
0.05
0.05
0.05
0.05
0.001
0.06
0.075
0.06
0.05
0.1
0.05
0.6
0.05
0.05
0.1
0.1
0.1
0.05
0.05
0.1
0.06
0.1
0.03
0.05
0.05
0.06
0.06
0.05
0.05
0.1
0.05
0.05
0.1
0.001
0.06
0.05
0.2
0.6
0.001
0.05
0.05
0.06
0.05
0.06
0.05
1.0
0.06
0.05
0.05
0.05
0.05
0.35
0.03
0.1
0.025
0.06
0.05
0.05
0.05
0.05
0.05
0.05
0.06
0.1
0.025
0.05
0.025
0.025
0.025
0.05
0.025
0.01
0.16
0.05
0.16
0.01
0.02
0.15
0.02
0.06
0.01
0.05
0.03
0.05
0.1
0.02
0.05
0.05
0.02
0.06
0.01
0.094
0.05
0.04
0.05
0.02
0.1
0.06
0.08
0.02
0.01
0.04
0.05
0.05
0.06
0.040999999999999995
0.05
0.05
0.05
0.06
0.07
0.012
0.02
0.01
0.1
0.05
0.01
0.07
0.05
0.19
0.1
0.05
0.05
0.06
0.05
0.06
0.028999999999999998
0.05
0.1
0.1
0.02
0.15
0.05
0.2
0.07
0.06
0.03
0.15
0.15
0.05
0.006
0.05
0.07
0.05
0.02
0.07
0.04
0.1
0.02
0.05
0.0001
0.015
0.1
0.05
0.02
0.02
0.02
0.1
0.05
0.1
0.05
0.1
0.1
0.04
0.02
0.05
0.0002
0.01
0.02
0.1
0.05
0.05
0.1
0.05
0.05
0.03
0.05
0.06
0.06
0.01
0.05
0.05
0.05
0.05
0.03
0.05
0.04
0.03
0.04
0.1
0.05
0.05
0.02
0.01
0.05
0.1
0.05
0.1
0.35
0.3
0.05
0.1
0.1
0.05
0.05
0.05
0.02
0.05
0.35
0.1
0.1
0.1
0.4
0.1
0.05
0.35
0.05
0.1
0.025
0.05
0.3
0.4
0.05
0.1
0.02
0.05
0.05
0.1
0.1
0.05
0.3
0.02
0.1
0.05
0.05
0.4
0.05
0.1
0.04
0.1
0.1
0.05
0.05
0.1
0.05
0.05
0.1
0.1
0.02
0.05
0.1
0.1
0.05
0.05
0.05
0.05
0.1
0.05
0.1
0.1
0.1
0.05
0.1
0.05
0.05
0.05
0.002
0.02
0.05
0.05
0.02
0.05
0.1
0.1
0.05
0.05
0.01
0.01
0.05
0.01
0.01
0.05
0.01
0.05
0.001
0.01
0.01
0.01
0.01
0.01
0.2
0.65
0.06
0.2
0.4
0.04
0.05
0.05
0.01
0.05
0.05
0.01
0.009000000000000001
0.01
0.05
0.05
0.05
0.05
0.01
0.015
0.01
0.05
0.08
0.05
0.05
0.03
0.05
0.05
0.01
0.05
0.05
0.0775
0.1
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.1
0.1
0.0633
0.1
0.1
0.1
0.05
0.1
0.05
0.05147
0.06
0.1
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.1
0.05
0.05
0.005
0.05
0.05
0.1
0.05
0.1
0.015
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.1
0.05
0.02
0.01
0.05
0.02
0.05
0.01
0.001
0.001
0.001
0.01
0.1
0.02
0.18
0.3
0.02
0.05
0.02
0.001
0.3
0.001
0.1
0.07
0.01
0.4
0.05
0.05
0.05
0.05
0.02
0.05
0.07
0.1
0.05
0.05
0.02
0.01
0.02
0.01
0.01
0.05
0.02
0.05
0.06
0.02
0.05
0.015
0.01
0.01
0.1
0.05
0.3
0.1
0.01
0.04
0.05
0.05
0.01
0.01
0.01
0.07
0.1
0.02
0.2
0.25
0.2
0.2
0.001
0.01
0.05
0.01
0.05
0.01
0.01
0.05
0.35
0.7
0.01
0.05
0.015
0.01
0.1
0.01
0.01
0.05
0.01
0.015
0.05
0.015
0.01
0.01
0.01
0.01
0.01
0.05
0.05
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.15
0.15
0.15
0.15
0.01
0.05
0.025
0.05
0.02
0.11
0.02
0.01
0.3
0.02
0.01998
0.015
0.01
0.01
0.02
0.025
0.1
0.07
0.05
0.02
0.01
0.01
0.00375
0.03
0.1
0.05
0.05
0.07
0.05
0.0038
0.01
0.05
0.01
0.01
0.01
0.05
0.07
0.05
0.05
0.01
0.07
0.05
0.01
0.05
0.01
0.015
0.015
0.02
0.05
0.01
0.012
0.3
0.05
0.05
0.07
0.01
0.07
0.07
0.07
0.015
0.015
0.05
0.07
0.07
0.01
0.015
0.05
0.3
0.07
0.01
0.01
0.05
0.05
0.1
0.00375
0.05
0.05
0.01
0.015
0.01
0.05
0.05
0.05
0.05
0.07
0.01
0.3
0.05
0.3
0.2
0.0352
0.0016699999999999998
0.01
0.016
0.0025
0.003
0.005
0.003
0.005
0.016
0.01
0.4
0.35
0.03
0.05
0.6
0.4
0.05
0.3
0.4
0.3
0.5
0.06
0.4
0.35
0.3
0.7
0.6
0.37
0.05
0.05
0.3
0.4
0.4
0.15
0.05
0.05
0.35
0.3
0.6
0.03
0.5
0.3
0.6
0.75
0.31
0.35
0.3
0.13
0.35
0.35
0.05
0.35
0.4
0.18
0.27
0.6
0.25
0.75
0.05
0.35
1.0
0.35
0.05
0.3
0.15
0.13
0.45
0.05
0.4
0.05
0.05
0.35
0.6
0.35
0.35
0.3
0.05
0.6
0.35
0.35
0.35
0.35
0.05
0.8
0.05
0.05
0.015
0.1
0.05
0.15
0.05
0.05
0.05
0.15
0.05
0.1
0.05
0.05
0.05
0.015
0.15
0.05
0.15
0.05
0.1
0.1
0.05
0.1
0.05
0.05
0.05
0.05
0.05
0.1
0.05
0.05
0.1
0.01
0.05
0.1
0.05
0.1
0.05
0.05
0.05
0.1
0.015
0.05
0.05
0.05
0.15
0.05
0.05
0.15
0.01
0.05
0.015
0.05
0.3
0.05
0.05
0.05
0.05
0.05
0.015
0.05
0.1
0.05
0.05
0.05
0.05
0.05
0.0001
0.01
0.95
0.75
0.25
0.8109999999999999
0.8
0.3
0.1
0.2
0.3
0.15
0.2
0.2
0.15
0.3
0.09699999999999999
0.15
0.05
0.2
0.05
0.1
0.09699999999999999
0.15
0.1155
0.3
0.15
0.1
0.1
0.3
0.13
0.15
0.2
0.2
0.2
0.165
0.05
0.1
0.15
0.1
0.09
0.15
0.2
0.2
0.3
0.1
0.1
0.15
0.15
0.4
0.15
0.15
0.1
0.15
0.3
0.1
0.3
0.1
0.1
0.15
0.15
0.05
0.1
0.2
0.1
0.3
0.15
0.15
0.2
0.15
0.15
0.05
0.05
0.01
0.01
0.01
0.01
0.01
0.05
0.01
0.01
0.01
0.015
0.01
0.01
0.05
0.01
0.01
0.001
0.01
0.01
0.01
0.01
0.01
0.015
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.015
0.01
0.01
0.01
0.01
0.01
0.05
0.015
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.05
0.01
0.01
0.05
0.055
0.05
0.1
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.1
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.05
0.1
0.05
0.1
0.05
0.05
0.05
0.05
0.1
0.05
0.1
0.05
0.05
0.05
0.05
0.1
0.05
0.05
0.05
0.1
0.05
0.05
0.05
0.1
0.02
0.05
0.05
0.1
0.1
0.1
0.05
0.05
0.05
0.05
0.1
0.05
0.05
0.1
0.05
0.05
0.05
0.05
0.1
0.05
0.05
0.05
0.05
0.05
0.05
0.1
0.04
0.05
0.05
0.05
0.1
0.3
0.05
0.055
0.05
0.05
0.05
0.01
0.01
0.001
0.01
0.01
0.015
0.0006
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.001
0.01
0.01
0.01
0.01
0.015
0.01
0.01
0.01
0.01
0.001
0.01
0.1
0.01
0.01
0.1
0.01
0.01
0.01
0.01
0.01
0.01
0.01
0.15
0.07
0.15
0.15
0.15
0.05
0.15
0.0003
0.13
0.03
0.05
0.05
0.001
0.001
0.01
0.01
0.001
0.001
0.001
0.001
0.00032
0.0001
0.001
0.001
0.001
0.001
0.001
0.001
0.001
0.0002
0.001
0.001
0.00016
0.0002
0.001
0.0002
0.0002
0.001
0.001
0.001
0.01
0.00032
0.001
0.05
0.001
0.01
0.001
0.001
0.001
0.001
0.05
0.001
0.00011999999999999999
0.001
0.0002
0.0005
0.001
0.0002
0.00011999999999999999
0.001
0.001
0.001
0.001
0.001
0.00032
0.001
0.001
0.001
0.001
0.001
0.001
0.00011999999999999999
0.01
0.001
0.001
0.001
0.001
0.05
0.0002
0.001
0.001
0.00032
0.001
0.001
0.001
0.001
0.001
0.01
0.001
0.00011999999999999999
0.001
0.001
0.01
0.01
0.001
0.0002
0.001
0.05
0.0075
0.001
0.6
0.01
0.05
0.001
0.05
0.05
0.02
0.05
0.05
0.015
0.015
