	propMW	propMP	propBP	propLogDensity	absorbent	anti_adhesive_cohesive	antioxidant	antiredeposition_agent	biocide	brightener	chemical_reaction_regulator	colorant	deodorizer	filler	flavouring_nutrient	hardener	humectant	opacifier	uv_stabilizer	viscosity_modifier	agg_AC_fabrictreatmentanddye	agg_CP_generalhouseholdcleaning	agg_PE_fungicide	agg_VE_enginemaintenance	gen_EL	gen_HM	gen_PC	group_childspecific	group_dentalcare	group_deodorant	group_facialcleansingandmoisturizing	group_generalmoisturizing	group_makeupandrelated	group_paintstainandrelatedproducts	group_sunscreen	group_surfacesealers	refined_spray	matrix_F
62	106.16799999999999	-52.5218	147.1505	-0.05060999335508721	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1
63	106.16799999999999	-52.5218	147.1505	-0.05060999335508721	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1
64	106.16799999999999	-52.5218	147.1505	-0.05060999335508721	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1
65	106.16799999999999	-52.5218	147.1505	-0.05060999335508721	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1	1
66	106.16799999999999	-52.5218	147.1505	-0.05060999335508721	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1
67	106.16799999999999	-52.5218	147.1505	-0.05060999335508721	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1
68	106.16799999999999	-52.5218	147.1505	-0.05060999335508721	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0	1
69	106.16799999999999	-52.5218	147.1505	-0.05060999335508721	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1	1
70	106.16799999999999	-52.5218	147.1505	-0.05060999335508721	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0	1
71	106.16799999999999	-52.5218	147.1505	-0.05060999335508721	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0	1
72	106.16799999999999	-52.5218	147.1505	-0.05060999335508721	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1	1
73	106.16799999999999	-52.5218	147.1505	-0.05060999335508721	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1
74	106.16799999999999	-52.5218	147.1505	-0.05060999335508721	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1	1
75	106.16799999999999	-52.5218	147.1505	-0.05060999335508721	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	1
76	106.16799999999999	-52.5218	147.1505	-0.05060999335508721	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1	1
77	106.16799999999999	-52.5218	147.1505	-0.05060999335508721	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1	1
