estimator	min_score	mean_score	max_score	std_score	augmentation_k	augmentation_type	n_components	max_depth	C	gamma
SVC	0.27777777777777773	0.47970899470899464	0.6412698412698412	0.12253406243109015	4	<function random_augment at 0x112173f80>	10	NaN	1000.0	10.0
SVC	0.3101851851851852	0.4796296296296297	0.6455026455026455	0.11916910321165411	3	<function random_augment at 0x112173f80>	13	NaN	100000.0	0.0001
SVC	0.39351851851851855	0.4796296296296297	0.5370370370370371	0.04937496002332223	20	<function random_augment at 0x112173f80>	12	NaN	100000.0	1e-05
SVC	0.2989417989417989	0.4794973544973544	0.6362433862433862	0.10983138061934881	0	<function random_augment at 0x112173f80>	11	NaN	10.0	0.1
SVC	0.3465608465608465	0.4794973544973544	0.5317460317460317	0.06720826447132161	0	<function random_augment at 0x112173f80>	12	NaN	1000.0	0.01
SVC	0.43121693121693117	0.4794973544973544	0.5158730158730159	0.03746913476477297	0	<function random_augment at 0x112173f80>	12	NaN	1000.0	0.001
RandomForestClassifier	0.27314814814814814	0.47947089947089944	0.6936507936507935	0.136769042970368	3	<function random_augment at 0x112173f80>	13	12	NaN	NaN
SVC	0.34722222222222215	0.47931216931216936	0.6362433862433862	0.09380590538445657	3	<function random_augment at 0x112173f80>	14	NaN	10000000.0	1e-05
SVC	0.3333333333333333	0.4791798941798942	0.5879629629629629	0.09171876406517834	1	<function random_augment at 0x112173f80>	10	NaN	100.0	0.0001
SVC	0.3333333333333333	0.4791798941798942	0.5879629629629629	0.09171876406517834	1	<function random_augment at 0x112173f80>	10	NaN	1000.0	1e-05
RandomForestClassifier	0.35648148148148145	0.47907407407407404	0.656084656084656	0.10759042972445625	20	<function random_augment at 0x112173f80>	14	2	NaN	NaN
SVC	0.35185185185185186	0.479021164021164	0.6126984126984126	0.09039259419684723	3	<function random_augment at 0x112173f80>	11	NaN	1.0	1.0
SVC	0.4193121693121693	0.4788624338624339	0.5873015873015873	0.06387014853259516	2	<function random_augment at 0x112173f80>	11	NaN	10000000.0	1e-06
SVC	0.34788359788359785	0.4788359788359788	0.5317460317460317	0.06630006492200119	0	<function random_augment at 0x112173f80>	13	NaN	100000.0	0.0001
SVC	0.3101851851851852	0.4787830687830687	0.6005291005291005	0.11153410916302116	2	<function random_augment at 0x112173f80>	13	NaN	1000.0	0.1
SVC	0.34722222222222215	0.4787566137566137	0.6126984126984126	0.08891343513439288	2	<function random_augment at 0x112173f80>	10	NaN	10000.0	0.001
SVC	0.34722222222222215	0.47873015873015873	0.6793650793650793	0.12424857146457634	1	<function random_augment at 0x112173f80>	10	NaN	100000.0	0.1
SVC	0.38888888888888884	0.47865079365079366	0.6571428571428571	0.09560517148367494	5	<function random_augment at 0x112173f80>	13	NaN	10000000.0	1.0
SVC	0.3101851851851852	0.47857142857142854	0.7857142857142857	0.1621342435994502	2	<function random_augment at 0x112173f80>	10	NaN	1000000.0	0.1
SVC	0.21560846560846558	0.47857142857142854	0.6362433862433862	0.14013961911888015	0	<function random_augment at 0x112173f80>	13	NaN	10000.0	0.001
SVC	0.3055555555555555	0.4785449735449735	0.646031746031746	0.12970245228016325	1	<function random_augment at 0x112173f80>	12	NaN	10000.0	0.1
SVC	0.43492063492063493	0.47851851851851845	0.5899470899470899	0.05683199788248811	3	<function random_augment at 0x112173f80>	14	NaN	100000.0	0.001
SVC	0.3333333333333333	0.4784391534391535	0.5555555555555555	0.08871668567828862	1	<function random_augment at 0x112173f80>	10	NaN	1.0	0.01
SVC	0.3333333333333333	0.4784391534391535	0.5555555555555555	0.08871668567828862	1	<function random_augment at 0x112173f80>	11	NaN	10.0	0.001
SVC	0.34722222222222215	0.4783597883597883	0.7238095238095238	0.14201063622169147	1	<function random_augment at 0x112173f80>	10	NaN	100000.0	1.0
SVC	0.35185185185185186	0.4783597883597883	0.6126984126984126	0.08322574729792155	4	<function random_augment at 0x112173f80>	10	NaN	1000000.0	10.0
SVC	0.35185185185185186	0.4783597883597883	0.6126984126984126	0.08322574729792155	4	<function random_augment at 0x112173f80>	10	NaN	10000000.0	10.0
SVC	0.3796296296296296	0.4783597883597883	0.565079365079365	0.07404901314539318	0	<function random_augment at 0x112173f80>	11	NaN	10.0	1.0
SVC	0.3055555555555555	0.47830687830687835	0.626984126984127	0.12936643186447422	4	<function random_augment at 0x112173f80>	13	NaN	10000000.0	0.0001
SVC	0.4259259259259259	0.47830687830687824	0.5317460317460317	0.03666288718238445	0	<function random_augment at 0x112173f80>	11	NaN	10.0	0.01
SVC	0.4259259259259259	0.47830687830687824	0.5317460317460317	0.03666288718238445	0	<function random_augment at 0x112173f80>	11	NaN	100.0	0.001
SVC	0.4259259259259259	0.47830687830687824	0.5317460317460317	0.03666288718238445	0	<function random_augment at 0x112173f80>	11	NaN	1000.0	0.0001
SVC	0.4259259259259259	0.47830687830687824	0.5317460317460317	0.03666288718238445	0	<function random_augment at 0x112173f80>	11	NaN	10000.0	1e-05
SVC	0.4259259259259259	0.47830687830687824	0.5317460317460317	0.03666288718238445	0	<function random_augment at 0x112173f80>	11	NaN	100000.0	1e-06
SVC	0.4259259259259259	0.47830687830687824	0.5317460317460317	0.03666288718238445	0	<function random_augment at 0x112173f80>	11	NaN	1000000.0	1e-07
SVC	0.4259259259259259	0.47830687830687824	0.5317460317460317	0.03666288718238445	0	<function random_augment at 0x112173f80>	12	NaN	10.0	0.01
