estimator	min_score	mean_score	max_score	std_score	augmentation_k	augmentation_type	n_components	max_depth	C	gamma
SVC	0.5111111111111111	0.7066666666666667	0.8666666666666667	0.1268030454905521	20	<function random_augment at 0x11f2508c8>	10	NaN	1000000.0	0.001
RandomForestClassifier	0.5111111111111111	0.6844444444444444	0.9333333333333332	0.1415260740274725	3	<function random_augment at 0x11f2508c8>	8	2.0	NaN	NaN
SVC	0.6	0.6733333333333332	0.7777777777777778	0.057777777777777796	2	<function random_augment at 0x11f2508c8>	8	NaN	10000000.0	0.0001
SVC	0.5111111111111111	0.6711111111111111	0.8666666666666667	0.1252355804764922	5	<function random_augment at 0x11f2508c8>	10	NaN	1000000.0	0.0001
SVC	0.5555555555555555	0.6666666666666666	0.7555555555555555	0.06440611887195309	10	<function random_augment at 0x11f2508c8>	9	NaN	1000000.0	0.001
SVC	0.5111111111111111	0.6599999999999999	0.7555555555555555	0.08122518614443142	20	<function random_augment at 0x11f2508c8>	10	NaN	10000.0	0.01
SVC	0.5111111111111111	0.6555555555555556	0.7666666666666666	0.08314794192830981	4	<function random_augment at 0x11f2508c8>	10	NaN	100.0	0.01
RandomForestClassifier	0.5111111111111111	0.6555555555555554	0.7666666666666666	0.09216196157034541	3	<function random_augment at 0x11f2508c8>	10	2.0	NaN	NaN
SVC	0.5111111111111111	0.6533333333333332	0.7555555555555555	0.07900617259836079	20	<function random_augment at 0x11f2508c8>	10	NaN	1.0	1.0
SVC	0.5111111111111111	0.6511111111111111	0.7666666666666666	0.08652409926191905	5	<function random_augment at 0x11f2508c8>	9	NaN	1000000.0	0.0001
SVC	0.5111111111111111	0.6511111111111111	0.7111111111111111	0.07749153677405644	10	<function random_augment at 0x11f2508c8>	9	NaN	0.1	1.0
SVC	0.5111111111111111	0.6511111111111111	0.7111111111111111	0.07749153677405644	10	<function random_augment at 0x11f2508c8>	10	NaN	0.1	1.0
SVC	0.5111111111111111	0.6488888888888888	0.8666666666666667	0.11792443699041423	5	<function random_augment at 0x11f2508c8>	10	NaN	100.0	0.01
SVC	0.5111111111111111	0.6488888888888888	0.8666666666666667	0.11792443699041423	5	<function random_augment at 0x11f2508c8>	10	NaN	10000.0	0.001
SVC	0.5111111111111111	0.6488888888888888	0.8222222222222223	0.10173798348675202	20	<function supervised_augment at 0x11f250ae8>	8	NaN	100000.0	0.0001
RandomForestClassifier	0.5111111111111111	0.6488888888888888	0.7999999999999999	0.09469900334516673	5	<function random_augment at 0x11f2508c8>	10	2.0	NaN	NaN
SVC	0.4222222222222222	0.6466666666666667	0.8222222222222223	0.13377703949593256	3	<function random_augment at 0x11f2508c8>	10	NaN	1000.0	0.1
SVC	0.5555555555555556	0.6466666666666667	0.7444444444444445	0.06142344427149002	3	<function supervised_augment at 0x11f250ae8>	10	NaN	10000.0	0.01
RandomForestClassifier	0.5333333333333333	0.6444444444444444	0.8222222222222223	0.09838197164968294	20	<function supervised_augment at 0x11f250ae8>	10	4.0	NaN	NaN
SVC	0.5333333333333333	0.6399999999999999	0.7555555555555555	0.07356864603220821	2	<function random_augment at 0x11f2508c8>	10	NaN	10000000.0	1e-07
SVC	0.5111111111111111	0.6399999999999999	0.7333333333333333	0.08362172320989678	3	<function random_augment at 0x11f2508c8>	8	NaN	1000000.0	0.0001
SVC	0.5111111111111111	0.6399999999999999	0.7111111111111111	0.07083278866892989	3	<function random_augment at 0x11f2508c8>	10	NaN	100.0	0.01
SVC	0.5111111111111111	0.6399999999999999	0.7111111111111111	0.0679869268479038	10	<function random_augment at 0x11f2508c8>	9	NaN	10.0	0.1
SVC	0.5111111111111111	0.6399999999999999	0.7111111111111111	0.0679869268479038	10	<function random_augment at 0x11f2508c8>	9	NaN	1000.0	0.01
SVC	0.5111111111111111	0.6399999999999999	0.7111111111111111	0.0679869268479038	10	<function random_augment at 0x11f2508c8>	9	NaN	100000.0	0.001
SVC	0.6	0.6399999999999999	0.6666666666666666	0.025915341754867996	10	<function unsupervised_augment at 0x11f250c80>	9	NaN	100.0	0.01
SVC	0.6	0.6399999999999999	0.6666666666666666	0.025915341754867996	10	<function unsupervised_augment at 0x11f250c80>	9	NaN	10000.0	0.001
SVC	0.6	0.6399999999999999	0.6666666666666666	0.025915341754867992	10	<function unsupervised_augment at 0x11f250c80>	10	NaN	1000000.0	1e-06
SVC	0.5333333333333333	0.6377777777777778	0.7666666666666666	0.07999999999999996	10	<function supervised_augment at 0x11f250ae8>	10	NaN	1000000.0	0.01
SVC	0.5111111111111111	0.6377777777777778	0.7444444444444445	0.08302907418786401	10	<function supervised_augment at 0x11f250ae8>	10	NaN	100000.0	0.01
SVC	0.5111111111111111	0.6377777777777778	0.7111111111111111	0.07152656417524927	5	<function random_augment at 0x11f2508c8>	9	NaN	100.0	0.01
SVC	0.5111111111111111	0.6355555555555557	0.8222222222222223	0.10193195503270862	3	<function random_augment at 0x11f2508c8>	10	NaN	10000000.0	0.0001
SVC	0.4666666666666666	0.6355555555555555	0.8444444444444444	0.12380789579719219	10	<function supervised_augment at 0x11f250ae8>	10	NaN	10000000.0	0.1
SVC	0.5333333333333333	0.6355555555555555	0.7999999999999999	0.08955307413159948	10	<function unsupervised_augment at 0x11f250c80>	9	NaN	1000000.0	0.1
RandomForestClassifier	0.5111111111111111	0.6355555555555555	0.7333333333333334	0.07516237566794563	4	<function random_augment at 0x11f2508c8>	9	2.0	NaN	NaN
SVC	0.5111111111111111	0.6355555555555555	0.7111111111111111	0.07248669524577822	4	<function random_augment at 0x11f2508c8>	9	NaN	1000000.0	0.0001
SVC	0.5111111111111111	0.6355555555555555	0.7111111111111111	0.06827685109216541	10	<function random_augment at 0x11f2508c8>	9	NaN	100.0	0.1
SVC	0.6	0.6355555555555555	0.6666666666666666	0.03014368881389008	10	<function unsupervised_augment at 0x11f250c80>	10	NaN	100000.0	0.0001
SVC	0.5111111111111111	0.6333333333333333	0.7555555555555555	0.0854905958296504	20	<function random_augment at 0x11f2508c8>	10	NaN	100.0	0.1
SVC	0.5555555555555556	0.6333333333333333	0.7444444444444445	0.06740333728045822	3	<function supervised_augment at 0x11f250ae8>	10	NaN	1000000.0	0.001
SVC	0.5777777777777778	0.6311111111111112	0.688888888888889	0.04121608220220314	20	<function unsupervised_augment at 0x11f250c80>	8	NaN	1000000.0	0.1
SVC	0.5111111111111111	0.6311111111111111	0.8222222222222223	0.10850271658429962	20	<function random_augment at 0x11f2508c8>	9	NaN	1000000.0	0.0001
SVC	0.5111111111111111	0.6311111111111111	0.7111111111111111	0.06681465057054628	3	<function random_augment at 0x11f2508c8>	10	NaN	1000000.0	0.0001
SVC	0.5777777777777778	0.6288888888888889	0.7000000000000001	0.0419288050313627	5	<function random_augment at 0x11f2508c8>	10	NaN	1000000.0	0.01
SVC	0.5111111111111111	0.6288888888888888	0.7666666666666666	0.08479459568150627	3	<function supervised_augment at 0x11f250ae8>	9	NaN	10000000.0	0.001
SVC	0.5111111111111111	0.6288888888888888	0.7333333333333334	0.07685162873684705	5	<function random_augment at 0x11f2508c8>	10	NaN	1000.0	0.1
SVC	0.5111111111111111	0.6266666666666667	0.8666666666666667	0.12523558047649222	10	<function random_augment at 0x11f2508c8>	10	NaN	1000000.0	0.0001
SVC	0.45555555555555555	0.6266666666666667	0.8111111111111112	0.11855092149643683	3	<function supervised_augment at 0x11f250ae8>	10	NaN	100000.0	1.0
SVC	0.45555555555555555	0.6266666666666667	0.8111111111111112	0.11855092149643683	3	<function supervised_augment at 0x11f250ae8>	10	NaN	1000000.0	1.0
SVC	0.45555555555555555	0.6266666666666667	0.8111111111111112	0.11855092149643683	3	<function supervised_augment at 0x11f250ae8>	10	NaN	10000000.0	1.0
RandomForestClassifier	0.48888888888888893	0.6266666666666667	0.7999999999999999	0.10366136701947197	3	<function random_augment at 0x11f2508c8>	9	2.0	NaN	NaN
SVC	0.5111111111111111	0.6266666666666667	0.7111111111111111	0.06651835354264786	1	<function random_augment at 0x11f2508c8>	9	NaN	100000.0	0.001
SVC	0.5111111111111111	0.6266666666666667	0.7111111111111111	0.0679869268479038	3	<function random_augment at 0x11f2508c8>	8	NaN	100.0	0.01
SVC	0.5111111111111111	0.6266666666666667	0.7111111111111111	0.0679869268479038	3	<function random_augment at 0x11f2508c8>	8	NaN	10000.0	0.001
SVC	0.5555555555555555	0.6266666666666667	0.7111111111111111	0.05515410509329272	10	<function unsupervised_augment at 0x11f250c80>	10	NaN	1000000.0	1e-07
SVC	0.5222222222222223	0.6266666666666666	0.7111111111111111	0.07390350732584838	5	<function unsupervised_augment at 0x11f250c80>	8	NaN	10000000.0	0.001
SVC	0.5333333333333333	0.6266666666666666	0.6666666666666666	0.053333333333333316	10	<function random_augment at 0x11f2508c8>	9	NaN	10000.0	0.01
SVC	0.5111111111111111	0.6266666666666666	0.6666666666666666	0.058626248703435205	10	<function unsupervised_augment at 0x11f250c80>	10	NaN	100.0	0.01
SVC	0.43333333333333335	0.6244444444444445	0.8222222222222223	0.13741888741102498	1	<function random_augment at 0x11f2508c8>	9	NaN	100.0	0.01
SVC	0.4222222222222222	0.6244444444444445	0.7777777777777777	0.11892522809119689	3	<function random_augment at 0x11f2508c8>	10	NaN	100000.0	0.01
SVC	0.5111111111111111	0.6244444444444445	0.7666666666666666	0.08675209464863613	2	<function supervised_augment at 0x11f250ae8>	8	NaN	10000.0	1.0
SVC	0.5111111111111111	0.6244444444444445	0.7666666666666666	0.08675209464863613	2	<function supervised_augment at 0x11f250ae8>	8	NaN	100000.0	1.0
SVC	0.5111111111111111	0.6244444444444445	0.7666666666666666	0.08675209464863613	2	<function supervised_augment at 0x11f250ae8>	8	NaN	1000000.0	1.0
SVC	0.5111111111111111	0.6244444444444445	0.7666666666666666	0.08675209464863613	2	<function supervised_augment at 0x11f250ae8>	8	NaN	10000000.0	1.0
SVC	0.5111111111111111	0.6244444444444445	0.7666666666666666	0.08899993064222571	4	<function supervised_augment at 0x11f250ae8>	8	NaN	10.0	1.0
SVC	0.48888888888888893	0.6244444444444445	0.7666666666666666	0.09119237568303637	10	<function supervised_augment at 0x11f250ae8>	8	NaN	1000000.0	0.001
SVC	0.5111111111111111	0.6244444444444445	0.7222222222222222	0.0731647894806859	2	<function supervised_augment at 0x11f250ae8>	8	NaN	100.0	1.0
SVC	0.5555555555555556	0.6244444444444445	0.7222222222222222	0.0645592846503731	5	<function supervised_augment at 0x11f250ae8>	10	NaN	10000.0	0.01
SVC	0.35555555555555557	0.6244444444444445	0.7222222222222222	0.13561018935459873	20	<function unsupervised_augment at 0x11f250c80>	9	NaN	10000.0	1.0
SVC	0.5111111111111111	0.6244444444444445	0.7111111111111111	0.07516237566794563	5	<function random_augment at 0x11f2508c8>	9	NaN	10000.0	0.001
SVC	0.5111111111111111	0.6244444444444444	0.7888888888888889	0.09696632990787302	3	<function unsupervised_augment at 0x11f250c80>	8	NaN	100000.0	1.0
SVC	0.5111111111111111	0.6244444444444444	0.7888888888888889	0.09696632990787302	3	<function unsupervised_augment at 0x11f250c80>	8	NaN	1000000.0	1.0
SVC	0.5111111111111111	0.6244444444444444	0.7888888888888889	0.09696632990787302	3	<function unsupervised_augment at 0x11f250c80>	8	NaN	10000000.0	1.0
SVC	0.5333333333333333	0.6244444444444444	0.6888888888888888	0.05639367795755339	5	<function random_augment at 0x11f2508c8>	10	NaN	10000.0	0.1
SVC	0.5111111111111111	0.6222222222222222	0.8222222222222223	0.1088662107903635	10	<function unsupervised_augment at 0x11f250c80>	10	NaN	100000.0	0.1
SVC	0.4777777777777778	0.6222222222222222	0.7888888888888889	0.10493972402771193	4	<function unsupervised_augment at 0x11f250c80>	10	NaN	100.0	1.0
SVC	0.5111111111111111	0.6222222222222222	0.7555555555555555	0.08549059582965042	3	<function supervised_augment at 0x11f250ae8>	10	NaN	10000000.0	0.1
SVC	0.5111111111111111	0.6222222222222222	0.7111111111111111	0.07027283689263066	3	<function random_augment at 0x11f2508c8>	9	NaN	100.0	0.01
SVC	0.5111111111111111	0.6222222222222222	0.6666666666666666	0.05794846582402355	5	<function random_augment at 0x11f2508c8>	10	NaN	10.0	0.1
RandomForestClassifier	0.5333333333333333	0.6222222222222221	0.7111111111111111	0.06740333728045825	20	<function unsupervised_augment at 0x11f250c80>	9	4.0	NaN	NaN
SVC	0.5111111111111111	0.6222222222222221	0.7111111111111111	0.06740333728045825	4	<function random_augment at 0x11f2508c8>	9	NaN	100.0	0.01
SVC	0.5111111111111111	0.6222222222222221	0.7111111111111111	0.06740333728045825	4	<function random_augment at 0x11f2508c8>	9	NaN	10000.0	0.001
SVC	0.5111111111111111	0.6222222222222221	0.6666666666666666	0.06126243889817876	5	<function random_augment at 0x11f2508c8>	9	NaN	10.0	0.1
SVC	0.48888888888888893	0.6222222222222221	0.6666666666666666	0.0674033372804582	10	<function unsupervised_augment at 0x11f250c80>	10	NaN	10000.0	0.001
SVC	0.5555555555555555	0.6222222222222221	0.6666666666666666	0.046613726585340076	20	<function supervised_augment at 0x11f250ae8>	10	NaN	100.0	0.001
SVC	0.5555555555555555	0.6222222222222221	0.6666666666666666	0.046613726585340076	20	<function supervised_augment at 0x11f250ae8>	10	NaN	1000.0	0.0001
SVC	0.5555555555555555	0.6222222222222221	0.6666666666666666	0.046613726585340076	20	<function supervised_augment at 0x11f250ae8>	10	NaN	10000.0	1e-05
SVC	0.5111111111111111	0.62	0.7444444444444445	0.08207193472275284	3	<function unsupervised_augment at 0x11f250c80>	8	NaN	1000.0	1.0
SVC	0.5111111111111111	0.62	0.7222222222222222	0.07248669524577818	2	<function supervised_augment at 0x11f250ae8>	8	NaN	1000.0	1.0
SVC	0.5333333333333333	0.62	0.7222222222222222	0.06970838729492497	3	<function unsupervised_augment at 0x11f250c80>	8	NaN	10000.0	0.1
SVC	0.5555555555555556	0.62	0.7222222222222222	0.05726266100766721	5	<function random_augment at 0x11f2508c8>	9	NaN	100000.0	0.01
SVC	0.5555555555555556	0.62	0.7222222222222222	0.06531972647421806	5	<function supervised_augment at 0x11f250ae8>	10	NaN	100.0	0.1
RandomForestClassifier	0.5111111111111111	0.62	0.7000000000000001	0.06455928465037314	4	<function random_augment at 0x11f2508c8>	10	2.0	NaN	NaN
SVC	0.5555555555555556	0.62	0.7000000000000001	0.05461424767753115	2	<function random_augment at 0x11f2508c8>	8	NaN	1000.0	0.1
SVC	0.5111111111111111	0.6199999999999999	0.7666666666666666	0.08955307413159946	3	<function unsupervised_augment at 0x11f250c80>	8	NaN	100.0	1.0
SVC	0.5111111111111111	0.6199999999999999	0.7666666666666666	0.08955307413159946	3	<function supervised_augment at 0x11f250ae8>	10	NaN	100.0	0.1
SVC	0.5555555555555556	0.6199999999999999	0.6777777777777777	0.04786813161897333	2	<function supervised_augment at 0x11f250ae8>	8	NaN	1.0	1.0
SVC	0.5555555555555556	0.6199999999999999	0.6666666666666666	0.03999999999999999	1	<function random_augment at 0x11f2508c8>	9	NaN	1.0	1.0
SVC	0.5555555555555556	0.6199999999999999	0.6666666666666666	0.03999999999999998	2	<function random_augment at 0x11f2508c8>	8	NaN	10.0	1.0
SVC	0.5111111111111111	0.6199999999999999	0.6666666666666666	0.05979388465366094	4	<function unsupervised_augment at 0x11f250c80>	10	NaN	1000000.0	0.1
SVC	0.4222222222222222	0.6177777777777778	0.8666666666666667	0.17744413135713005	20	<function random_augment at 0x11f2508c8>	10	NaN	10000000.0	0.001
SVC	0.4666666666666666	0.6177777777777778	0.7999999999999999	0.1074048530986184	10	<function supervised_augment at 0x11f250ae8>	9	NaN	1000000.0	0.1
SVC	0.4777777777777778	0.6177777777777778	0.7666666666666666	0.09802997777827899	4	<function supervised_augment at 0x11f250ae8>	10	NaN	1000000.0	0.001
SVC	0.48888888888888893	0.6177777777777778	0.7555555555555555	0.08933222774329677	10	<function unsupervised_augment at 0x11f250c80>	10	NaN	10000.0	0.1
SVC	0.4666666666666666	0.6177777777777778	0.7555555555555555	0.09573626323794673	10	<function supervised_augment at 0x11f250ae8>	10	NaN	1000000.0	0.1
RandomForestClassifier	0.5111111111111111	0.6177777777777778	0.7111111111111111	0.06942444156361471	10	<function random_augment at 0x11f2508c8>	10	6.0	NaN	NaN
SVC	0.5111111111111111	0.6177777777777778	0.7111111111111111	0.07356864603220824	3	<function random_augment at 0x11f2508c8>	9	NaN	10000.0	0.001
SVC	0.45555555555555555	0.6177777777777778	0.688888888888889	0.08450290374147354	20	<function unsupervised_augment at 0x11f250c80>	9	NaN	100.0	1.0
SVC	0.5111111111111111	0.6177777777777778	0.6666666666666666	0.058626248703435205	10	<function random_augment at 0x11f2508c8>	9	NaN	1.0	1.0
SVC	0.5111111111111111	0.6177777777777778	0.6666666666666666	0.058626248703435205	10	<function random_augment at 0x11f2508c8>	10	NaN	1.0	1.0
SVC	0.5111111111111111	0.6177777777777778	0.6666666666666666	0.055154105093292716	10	<function random_augment at 0x11f2508c8>	10	NaN	1000.0	0.01
SVC	0.5111111111111111	0.6177777777777778	0.6666666666666666	0.058626248703435205	10	<function unsupervised_augment at 0x11f250c80>	10	NaN	1000.0	0.001
SVC	0.5111111111111111	0.6177777777777778	0.6666666666666666	0.058626248703435205	10	<function unsupervised_augment at 0x11f250c80>	10	NaN	10000.0	0.0001
SVC	0.48888888888888893	0.6155555555555556	0.7444444444444445	0.08821970329457424	3	<function supervised_augment at 0x11f250ae8>	9	NaN	1000.0	0.1
SVC	0.5111111111111111	0.6155555555555556	0.7000000000000001	0.07083278866892992	4	<function random_augment at 0x11f2508c8>	10	NaN	10000.0	0.001
SVC	0.5111111111111111	0.6155555555555556	0.7000000000000001	0.08595146491472767	4	<function random_augment at 0x11f2508c8>	10	NaN	1000000.0	0.01
SVC	0.5111111111111111	0.6155555555555555	0.7444444444444445	0.08243216440440626	3	<function unsupervised_augment at 0x11f250c80>	8	NaN	10000.0	1.0
SVC	0.5111111111111111	0.6155555555555555	0.7444444444444445	0.08243216440440626	3	<function supervised_augment at 0x11f250ae8>	9	NaN	100000.0	0.01
SVC	0.5111111111111111	0.6155555555555555	0.7444444444444445	0.08243216440440626	4	<function supervised_augment at 0x11f250ae8>	8	NaN	100.0	1.0
SVC	0.5555555555555555	0.6155555555555555	0.7444444444444445	0.07749153677405643	5	<function supervised_augment at 0x11f250ae8>	9	NaN	1000.0	0.1
RandomForestClassifier	0.5111111111111111	0.6155555555555555	0.7000000000000001	0.06501661705923466	5	<function random_augment at 0x11f2508c8>	9	4.0	NaN	NaN
RandomForestClassifier	0.5111111111111111	0.6155555555555555	0.6666666666666666	0.05777777777777778	4	<function random_augment at 0x11f2508c8>	9	6.0	NaN	NaN
SVC	0.5555555555555556	0.6155555555555555	0.6666666666666666	0.040734006177385235	2	<function random_augment at 0x11f2508c8>	10	NaN	1.0	1.0
SVC	0.5111111111111111	0.6155555555555555	0.6666666666666666	0.06190394789859608	4	<function unsupervised_augment at 0x11f250c80>	10	NaN	10000000.0	0.1
SVC	0.48888888888888893	0.6155555555555555	0.6666666666666666	0.06651835354264783	20	<function random_augment at 0x11f2508c8>	10	NaN	100000.0	0.01
SVC	0.5555555555555556	0.6155555555555555	0.6555555555555556	0.03265986323710903	3	<function random_augment at 0x11f2508c8>	8	NaN	1000000.0	0.01
SVC	0.5111111111111111	0.6133333333333334	0.8222222222222223	0.11119996447286051	5	<function random_augment at 0x11f2508c8>	10	NaN	10000000.0	0.0001
SVC	0.4777777777777778	0.6133333333333334	0.8111111111111112	0.11661903789690603	4	<function unsupervised_augment at 0x11f250c80>	9	NaN	1000.0	0.1
SVC	0.48888888888888893	0.6133333333333334	0.7777777777777778	0.09997530559290657	2	<function random_augment at 0x11f2508c8>	9	NaN	10000000.0	0.001
SVC	0.5111111111111111	0.6133333333333334	0.6666666666666666	0.05370242654930922	10	<function random_augment at 0x11f2508c8>	10	NaN	10.0	0.1
SVC	0.45555555555555555	0.6133333333333333	0.7999999999999999	0.12199979761165157	20	<function unsupervised_augment at 0x11f250c80>	10	NaN	100.0	1.0
SVC	0.5111111111111111	0.6133333333333333	0.7888888888888889	0.10217390162286799	3	<function unsupervised_augment at 0x11f250c80>	9	NaN	1000.0	0.1
SVC	0.45555555555555555	0.6133333333333333	0.7666666666666666	0.10456258094238746	4	<function supervised_augment at 0x11f250ae8>	10	NaN	100000.0	0.1
RandomForestClassifier	0.5111111111111111	0.6133333333333333	0.7555555555555555	0.08955307413159949	5	<function random_augment at 0x11f2508c8>	10	6.0	NaN	NaN
SVC	0.41111111111111115	0.6133333333333333	0.7222222222222222	0.1118641150991397	4	<function unsupervised_augment at 0x11f250c80>	8	NaN	1000.0	0.1
RandomForestClassifier	0.5111111111111111	0.6133333333333333	0.7111111111111111	0.07248669524577818	20	<function unsupervised_augment at 0x11f250c80>	9	8.0	NaN	NaN
SVC	0.5111111111111111	0.6133333333333333	0.7111111111111111	0.07248669524577818	3	<function random_augment at 0x11f2508c8>	9	NaN	1000000.0	0.0001
SVC	0.5111111111111111	0.6133333333333333	0.7111111111111111	0.06970838729492498	4	<function random_augment at 0x11f2508c8>	8	NaN	1.0	0.1
SVC	0.5111111111111111	0.6133333333333333	0.7111111111111111	0.06970838729492498	4	<function random_augment at 0x11f2508c8>	8	NaN	1000000.0	0.0001
SVC	0.5111111111111111	0.6133333333333333	0.7111111111111111	0.06970838729492498	4	<function random_augment at 0x11f2508c8>	9	NaN	1.0	0.1
SVC	0.5111111111111111	0.6133333333333333	0.7111111111111111	0.06970838729492498	4	<function random_augment at 0x11f2508c8>	10	NaN	1.0	0.1
SVC	0.5111111111111111	0.6133333333333333	0.7111111111111111	0.06970838729492498	5	<function random_augment at 0x11f2508c8>	8	NaN	1.0	0.1
SVC	0.5111111111111111	0.6133333333333333	0.7111111111111111	0.06970838729492498	5	<function random_augment at 0x11f2508c8>	8	NaN	100.0	0.01
SVC	0.5111111111111111	0.6133333333333333	0.7111111111111111	0.06970838729492498	5	<function random_augment at 0x11f2508c8>	8	NaN	10000.0	0.001
SVC	0.5111111111111111	0.6133333333333333	0.7111111111111111	0.06970838729492498	5	<function random_augment at 0x11f2508c8>	9	NaN	1.0	0.1
RandomForestClassifier	0.5333333333333333	0.6133333333333333	0.688888888888889	0.057262661007667234	20	<function supervised_augment at 0x11f250ae8>	9	6.0	NaN	NaN
RandomForestClassifier	0.5333333333333333	0.6133333333333333	0.6666666666666666	0.04988876515698587	20	<function supervised_augment at 0x11f250ae8>	8	4.0	NaN	NaN
SVC	0.5111111111111111	0.6133333333333333	0.6666666666666666	0.05726266100766723	5	<function random_augment at 0x11f2508c8>	9	NaN	1000.0	0.01
SVC	0.5111111111111111	0.6133333333333333	0.6666666666666666	0.05726266100766723	5	<function random_augment at 0x11f2508c8>	9	NaN	100000.0	0.001
SVC	0.5333333333333333	0.6133333333333333	0.6666666666666666	0.05183068350973598	10	<function supervised_augment at 0x11f250ae8>	10	NaN	10000.0	0.1
SVC	0.5555555555555555	0.6133333333333333	0.6666666666666666	0.04575835618216444	20	<function random_augment at 0x11f2508c8>	8	NaN	1000000.0	1e-07
SVC	0.5555555555555555	0.6133333333333333	0.6666666666666666	0.041216082202203144	20	<function supervised_augment at 0x11f250ae8>	10	NaN	10000.0	0.0001
SVC	0.3111111111111111	0.6111111111111112	0.7666666666666666	0.15713484026367722	20	<function unsupervised_augment at 0x11f250c80>	8	NaN	10000.0	1.0
SVC	0.5333333333333333	0.6111111111111112	0.7222222222222222	0.0716645133182093	3	<function unsupervised_augment at 0x11f250c80>	8	NaN	1000000.0	0.1
SVC	0.5111111111111111	0.6111111111111112	0.7222222222222222	0.07436978013636225	5	<function supervised_augment at 0x11f250ae8>	8	NaN	1000.0	0.1
SVC	0.5111111111111111	0.611111111111111	0.7777777777777778	0.09838197164968292	0	<function random_augment at 0x11f2508c8>	8	NaN	1000000.0	1e-07
SVC	0.5111111111111111	0.611111111111111	0.7777777777777778	0.09838197164968292	0	<function unsupervised_augment at 0x11f250c80>	8	NaN	1000000.0	1e-07
SVC	0.5111111111111111	0.611111111111111	0.7777777777777778	0.09838197164968292	0	<function supervised_augment at 0x11f250ae8>	8	NaN	1000000.0	1e-07
SVC	0.5111111111111111	0.611111111111111	0.7444444444444445	0.08373974969518565	5	<function supervised_augment at 0x11f250ae8>	8	NaN	10.0	1.0
SVC	0.5111111111111111	0.611111111111111	0.7444444444444445	0.08373974969518565	5	<function supervised_augment at 0x11f250ae8>	8	NaN	100000.0	0.01
SVC	0.48888888888888893	0.611111111111111	0.7444444444444445	0.08833158628600796	5	<function supervised_augment at 0x11f250ae8>	8	NaN	10000000.0	0.001
SVC	0.5111111111111111	0.611111111111111	0.7222222222222222	0.07568616162633957	3	<function unsupervised_augment at 0x11f250c80>	8	NaN	10.0	1.0
RandomForestClassifier	0.5111111111111111	0.611111111111111	0.7111111111111111	0.07027283689263066	20	<function random_augment at 0x11f2508c8>	10	6.0	NaN	NaN
SVC	0.5111111111111111	0.611111111111111	0.7000000000000001	0.06956655929999347	3	<function supervised_augment at 0x11f250ae8>	8	NaN	10.0	1.0
SVC	0.5555555555555556	0.611111111111111	0.6666666666666666	0.04331908597692871	4	<function random_augment at 0x11f2508c8>	8	NaN	1000.0	0.1
SVC	0.5111111111111111	0.6088888888888889	0.7333333333333334	0.07248669524577821	10	<function unsupervised_augment at 0x11f250c80>	10	NaN	1000000.0	0.1
SVC	0.5555555555555556	0.6088888888888889	0.6666666666666666	0.03874576838702818	10	<function random_augment at 0x11f2508c8>	9	NaN	100000.0	0.01
SVC	0.2888888888888889	0.6088888888888888	0.8666666666666667	0.21296264090152783	4	<function random_augment at 0x11f2508c8>	10	NaN	10000000.0	1e-07
SVC	0.4444444444444444	0.6088888888888888	0.7555555555555555	0.1085027165842996	20	<function unsupervised_augment at 0x11f250c80>	8	NaN	10000000.0	0.01
RandomForestClassifier	0.4444444444444444	0.6088888888888888	0.7111111111111111	0.09064923579720507	10	<function unsupervised_augment at 0x11f250c80>	10	4.0	NaN	NaN
SVC	0.5111111111111111	0.6088888888888888	0.7111111111111111	0.07111111111111111	4	<function random_augment at 0x11f2508c8>	8	NaN	100.0	0.01
SVC	0.5111111111111111	0.6088888888888888	0.7111111111111111	0.07111111111111111	4	<function random_augment at 0x11f2508c8>	8	NaN	10000.0	0.001
SVC	0.5111111111111111	0.6088888888888888	0.7111111111111111	0.06970838729492503	4	<function random_augment at 0x11f2508c8>	8	NaN	1000000.0	1e-05
SVC	0.5333333333333333	0.6088888888888888	0.7111111111111111	0.06222222222222225	20	<function unsupervised_augment at 0x11f250c80>	9	NaN	10.0	1.0
RandomForestClassifier	0.5111111111111111	0.6088888888888888	0.688888888888889	0.06681465057054628	20	<function unsupervised_augment at 0x11f250c80>	9	10.0	NaN	NaN
SVC	0.48888888888888893	0.6088888888888888	0.6888888888888888	0.07516237566794559	20	<function supervised_augment at 0x11f250ae8>	10	NaN	100000.0	1e-05
RandomForestClassifier	0.5333333333333333	0.6088888888888888	0.6666666666666666	0.051830683509735985	20	<function supervised_augment at 0x11f250ae8>	8	6.0	NaN	NaN
SVC	0.5555555555555555	0.6088888888888888	0.6666666666666666	0.04575835618216448	2	<function unsupervised_augment at 0x11f250c80>	8	NaN	1000.0	0.01
SVC	0.5555555555555555	0.6088888888888888	0.6666666666666666	0.04575835618216448	2	<function unsupervised_augment at 0x11f250c80>	8	NaN	100000.0	0.001
SVC	0.5111111111111111	0.6088888888888888	0.6666666666666666	0.05726266100766723	3	<function random_augment at 0x11f2508c8>	8	NaN	10.0	0.1
SVC	0.5111111111111111	0.6088888888888888	0.6666666666666666	0.05726266100766723	3	<function random_augment at 0x11f2508c8>	8	NaN	1000.0	0.01
SVC	0.5111111111111111	0.6088888888888888	0.6666666666666666	0.05726266100766723	3	<function random_augment at 0x11f2508c8>	8	NaN	100000.0	0.001
