estimator	min_score	mean_score	max_score	std_score	augmentation_k	augmentation_type	n_components	max_depth	C	gamma
SVC	0.4444444444444444	0.5488888888888888	0.7111111111111111	0.11581168196262563	3	<function supervised_augment at 0x11f250ae8>	10	NaN	1000000.0	1e-05
RandomForestClassifier	0.4777777777777778	0.5488888888888888	0.6666666666666666	0.06425258797689314	1	<function unsupervised_augment at 0x11f250c80>	10	4.0	NaN	NaN
SVC	0.45555555555555555	0.5488888888888888	0.6666666666666666	0.0694244415636147	0	<function random_augment at 0x11f2508c8>	9	NaN	1000000.0	0.0001
SVC	0.45555555555555555	0.5488888888888888	0.6666666666666666	0.0694244415636147	0	<function random_augment at 0x11f2508c8>	9	NaN	10000000.0	1e-05
SVC	0.45555555555555555	0.5488888888888888	0.6666666666666666	0.0694244415636147	0	<function random_augment at 0x11f2508c8>	10	NaN	1.0	1.0
SVC	0.45555555555555555	0.5488888888888888	0.6666666666666666	0.0694244415636147	0	<function unsupervised_augment at 0x11f250c80>	9	NaN	1000000.0	0.0001
SVC	0.45555555555555555	0.5488888888888888	0.6666666666666666	0.0694244415636147	0	<function unsupervised_augment at 0x11f250c80>	9	NaN	10000000.0	1e-05
SVC	0.45555555555555555	0.5488888888888888	0.6666666666666666	0.0694244415636147	0	<function unsupervised_augment at 0x11f250c80>	10	NaN	1.0	1.0
SVC	0.45555555555555555	0.5488888888888888	0.6666666666666666	0.0694244415636147	0	<function supervised_augment at 0x11f250ae8>	9	NaN	1000000.0	0.0001
SVC	0.45555555555555555	0.5488888888888888	0.6666666666666666	0.0694244415636147	0	<function supervised_augment at 0x11f250ae8>	9	NaN	10000000.0	1e-05
SVC	0.45555555555555555	0.5488888888888888	0.6666666666666666	0.0694244415636147	0	<function supervised_augment at 0x11f250ae8>	10	NaN	1.0	1.0
SVC	0.4444444444444445	0.5488888888888888	0.6666666666666666	0.09417608933518708	2	<function random_augment at 0x11f2508c8>	8	NaN	1000000.0	0.1
SVC	0.15555555555555556	0.5488888888888888	0.6666666666666666	0.19746542125798275	3	<function supervised_augment at 0x11f250ae8>	8	NaN	10000000.0	0.0001
SVC	0.37777777777777777	0.5488888888888888	0.6666666666666666	0.10173798348675196	5	<function random_augment at 0x11f2508c8>	9	NaN	10.0	10.0
SVC	0.43333333333333335	0.5488888888888888	0.6666666666666666	0.07685162873684703	5	<function supervised_augment at 0x11f250ae8>	8	NaN	100.0	1.0
SVC	0.4444444444444444	0.5488888888888888	0.6666666666666666	0.09878271453730163	20	<function random_augment at 0x11f2508c8>	9	NaN	1000.0	0.1
SVC	0.45555555555555555	0.5488888888888888	0.6666666666666666	0.07489910909490095	20	<function supervised_augment at 0x11f250ae8>	8	NaN	10000.0	1.0
SVC	0.4000000000000001	0.5466666666666667	0.7111111111111111	0.10850271658429957	10	<function random_augment at 0x11f2508c8>	8	NaN	1000.0	0.01
SVC	0.4666666666666666	0.5466666666666667	0.7111111111111111	0.09064923579720507	20	<function supervised_augment at 0x11f250ae8>	9	NaN	0.1	1.0
SVC	0.3333333333333333	0.5466666666666667	0.688888888888889	0.12139111363331259	1	<function random_augment at 0x11f2508c8>	9	NaN	1000000.0	1e-06
SVC	0.3333333333333333	0.5466666666666667	0.688888888888889	0.12139111363331259	1	<function random_augment at 0x11f2508c8>	9	NaN	1000000.0	1e-05
SVC	0.37777777777777777	0.5466666666666666	0.9111111111111111	0.18991876105974664	20	<function supervised_augment at 0x11f250ae8>	10	NaN	1000000.0	0.0001
RandomForestClassifier	0.4222222222222222	0.5466666666666666	0.7555555555555555	0.11555555555555555	20	<function supervised_augment at 0x11f250ae8>	10	2.0	NaN	NaN
SVC	0.45555555555555555	0.5466666666666666	0.7222222222222222	0.0914627361211408	5	<function unsupervised_augment at 0x11f250c80>	8	NaN	1000000.0	0.1
SVC	0.3333333333333333	0.5466666666666666	0.7111111111111111	0.12460307350112168	2	<function random_augment at 0x11f2508c8>	8	NaN	1.0	0.1
SVC	0.26666666666666666	0.5466666666666666	0.7111111111111111	0.15751151241483868	2	<function supervised_augment at 0x11f250ae8>	8	NaN	10000000.0	0.0001
SVC	0.3333333333333333	0.5466666666666666	0.7111111111111111	0.12617839614736348	3	<function random_augment at 0x11f2508c8>	8	NaN	10.0	0.01
SVC	0.3333333333333333	0.5466666666666666	0.7111111111111111	0.12460307350112168	4	<function random_augment at 0x11f2508c8>	8	NaN	1000000.0	1e-07
SVC	0.3333333333333333	0.5466666666666666	0.7111111111111111	0.12460307350112168	4	<function random_augment at 0x11f2508c8>	8	NaN	1000000.0	1e-06
SVC	0.4444444444444444	0.5466666666666666	0.7111111111111111	0.10289632802480203	20	<function supervised_augment at 0x11f250ae8>	8	NaN	10000.0	0.01
SVC	0.4444444444444444	0.5466666666666666	0.7111111111111111	0.09696632990787302	20	<function supervised_augment at 0x11f250ae8>	9	NaN	1.0	0.1
SVC	0.4222222222222222	0.5466666666666666	0.7111111111111111	0.10573668669662506	20	<function supervised_augment at 0x11f250ae8>	9	NaN	1.0	1.0
SVC	0.4444444444444444	0.5466666666666666	0.7111111111111111	0.10289632802480203	20	<function supervised_augment at 0x11f250ae8>	9	NaN	1000.0	0.01
SVC	0.4444444444444444	0.5466666666666666	0.7111111111111111	0.10289632802480203	20	<function supervised_augment at 0x11f250ae8>	9	NaN	100000.0	0.001
RandomForestClassifier	0.3111111111111111	0.5466666666666666	0.688888888888889	0.13524554715291504	1	<function random_augment at 0x11f2508c8>	10	6.0	NaN	NaN
SVC	0.3333333333333333	0.5466666666666666	0.688888888888889	0.12380789579719222	2	<function supervised_augment at 0x11f250ae8>	8	NaN	10000.0	0.001
RandomForestClassifier	0.3111111111111111	0.5466666666666666	0.6888888888888888	0.13451329733708045	3	<function unsupervised_augment at 0x11f250c80>	9	4.0	NaN	NaN
SVC	0.4444444444444444	0.5466666666666666	0.6888888888888888	0.08024653371230125	20	<function unsupervised_augment at 0x11f250c80>	9	NaN	10000000.0	1e-07
SVC	0.4444444444444445	0.5466666666666666	0.6777777777777777	0.1031360123188648	4	<function random_augment at 0x11f2508c8>	9	NaN	100000.0	0.1
RandomForestClassifier	0.3111111111111111	0.5466666666666666	0.6666666666666666	0.1315435429950999	3	<function random_augment at 0x11f2508c8>	8	10.0	NaN	NaN
RandomForestClassifier	0.3111111111111111	0.5466666666666666	0.6666666666666666	0.12220201853215573	3	<function unsupervised_augment at 0x11f250c80>	8	10.0	NaN	NaN
RandomForestClassifier	0.2888888888888889	0.5466666666666666	0.6666666666666666	0.1330367070852957	10	<function unsupervised_augment at 0x11f250c80>	10	12.0	NaN	NaN
SVC	0.4222222222222222	0.5466666666666666	0.6666666666666666	0.07900617259836078	1	<function unsupervised_augment at 0x11f250c80>	8	NaN	10000.0	1.0
SVC	0.4222222222222222	0.5466666666666666	0.6666666666666666	0.07900617259836078	1	<function unsupervised_augment at 0x11f250c80>	8	NaN	100000.0	1.0
SVC	0.4222222222222222	0.5466666666666666	0.6666666666666666	0.07900617259836078	1	<function unsupervised_augment at 0x11f250c80>	8	NaN	1000000.0	1.0
SVC	0.4222222222222222	0.5466666666666666	0.6666666666666666	0.07900617259836078	1	<function unsupervised_augment at 0x11f250c80>	8	NaN	10000000.0	1.0
SVC	0.2888888888888889	0.5466666666666666	0.6666666666666666	0.14096668024136624	2	<function random_augment at 0x11f2508c8>	9	NaN	100.0	0.1
SVC	0.2888888888888889	0.5466666666666666	0.6666666666666666	0.14096668024136624	2	<function random_augment at 0x11f2508c8>	9	NaN	10000.0	0.01
SVC	0.2888888888888889	0.5466666666666666	0.6666666666666666	0.1381357357148449	4	<function unsupervised_augment at 0x11f250c80>	9	NaN	10000.0	1.0
SVC	0.3333333333333333	0.5466666666666666	0.6666666666666666	0.11469767022723501	10	<function random_augment at 0x11f2508c8>	8	NaN	10000000.0	1e-07
SVC	0.24444444444444444	0.5466666666666666	0.6666666666666666	0.1618412573869611	10	<function unsupervised_augment at 0x11f250c80>	9	NaN	10000.0	0.0001
SVC	0.24444444444444444	0.5466666666666666	0.6666666666666666	0.1618412573869611	10	<function unsupervised_augment at 0x11f250c80>	9	NaN	100000.0	1e-05
SVC	0.4444444444444445	0.5466666666666666	0.6666666666666666	0.07900617259836076	10	<function supervised_augment at 0x11f250ae8>	9	NaN	1000000.0	0.0001
SVC	0.3333333333333333	0.5466666666666666	0.6666666666666666	0.11469767022723502	10	<function supervised_augment at 0x11f250ae8>	10	NaN	100.0	0.001
SVC	0.3333333333333333	0.5466666666666666	0.6666666666666666	0.11469767022723502	10	<function supervised_augment at 0x11f250ae8>	10	NaN	1000.0	0.0001
SVC	0.3333333333333333	0.5466666666666666	0.6666666666666666	0.11469767022723502	10	<function supervised_augment at 0x11f250ae8>	10	NaN	10000.0	1e-05
SVC	0.39999999999999997	0.5466666666666666	0.6666666666666666	0.08618097524295697	10	<function supervised_augment at 0x11f250ae8>	10	NaN	100000.0	1e-05
SVC	0.39999999999999997	0.5466666666666666	0.6666666666666666	0.11030821018658539	20	<function supervised_augment at 0x11f250ae8>	8	NaN	10000000.0	0.0001
SVC	0.48888888888888893	0.5466666666666666	0.6666666666666666	0.06222222222222221	20	<function supervised_augment at 0x11f250ae8>	10	NaN	1000000.0	1e-05
SVC	0.4444444444444445	0.5466666666666666	0.6222222222222222	0.06827685109216539	2	<function unsupervised_augment at 0x11f250c80>	8	NaN	10000.0	1.0
SVC	0.4444444444444445	0.5466666666666666	0.6222222222222222	0.06827685109216539	2	<function unsupervised_augment at 0x11f250c80>	8	NaN	100000.0	1.0
SVC	0.4444444444444445	0.5466666666666666	0.6222222222222222	0.06827685109216539	2	<function unsupervised_augment at 0x11f250c80>	8	NaN	1000000.0	1.0
SVC	0.4444444444444445	0.5466666666666666	0.6222222222222222	0.06827685109216539	2	<function unsupervised_augment at 0x11f250c80>	8	NaN	10000000.0	1.0
SVC	0.2888888888888889	0.5466666666666666	0.6222222222222222	0.12927146286443542	20	<function unsupervised_augment at 0x11f250c80>	8	NaN	100.0	1.0
SVC	0.3111111111111111	0.5444444444444445	0.7888888888888889	0.16147468555186623	10	<function supervised_augment at 0x11f250ae8>	9	NaN	100000.0	1.0
SVC	0.2888888888888889	0.5444444444444445	0.7888888888888889	0.1799862820561474	10	<function supervised_augment at 0x11f250ae8>	10	NaN	10000.0	1.0
SVC	0.3333333333333333	0.5444444444444445	0.7777777777777778	0.14159584286287993	0	<function random_augment at 0x11f2508c8>	8	NaN	10.0	0.01
SVC	0.3333333333333333	0.5444444444444445	0.7777777777777778	0.14159584286287993	0	<function random_augment at 0x11f2508c8>	8	NaN	100.0	0.001
SVC	0.3333333333333333	0.5444444444444445	0.7777777777777778	0.14159584286287993	0	<function random_augment at 0x11f2508c8>	8	NaN	1000.0	0.0001
SVC	0.3333333333333333	0.5444444444444445	0.7777777777777778	0.14159584286287993	0	<function random_augment at 0x11f2508c8>	8	NaN	10000.0	1e-05
SVC	0.3333333333333333	0.5444444444444445	0.7777777777777778	0.14159584286287993	0	<function random_augment at 0x11f2508c8>	8	NaN	100000.0	1e-06
SVC	0.3333333333333333	0.5444444444444445	0.7777777777777778	0.14159584286287993	0	<function unsupervised_augment at 0x11f250c80>	8	NaN	10.0	0.01
SVC	0.3333333333333333	0.5444444444444445	0.7777777777777778	0.14159584286287993	0	<function unsupervised_augment at 0x11f250c80>	8	NaN	100.0	0.001
SVC	0.3333333333333333	0.5444444444444445	0.7777777777777778	0.14159584286287993	0	<function unsupervised_augment at 0x11f250c80>	8	NaN	1000.0	0.0001
SVC	0.3333333333333333	0.5444444444444445	0.7777777777777778	0.14159584286287993	0	<function unsupervised_augment at 0x11f250c80>	8	NaN	10000.0	1e-05
SVC	0.3333333333333333	0.5444444444444445	0.7777777777777778	0.14159584286287993	0	<function unsupervised_augment at 0x11f250c80>	8	NaN	100000.0	1e-06
SVC	0.3333333333333333	0.5444444444444445	0.7777777777777778	0.14159584286287993	0	<function supervised_augment at 0x11f250ae8>	8	NaN	10.0	0.01
SVC	0.3333333333333333	0.5444444444444445	0.7777777777777778	0.14159584286287993	0	<function supervised_augment at 0x11f250ae8>	8	NaN	100.0	0.001
SVC	0.3333333333333333	0.5444444444444445	0.7777777777777778	0.14159584286287993	0	<function supervised_augment at 0x11f250ae8>	8	NaN	1000.0	0.0001
SVC	0.3333333333333333	0.5444444444444445	0.7777777777777778	0.14159584286287993	0	<function supervised_augment at 0x11f250ae8>	8	NaN	10000.0	1e-05
SVC	0.3333333333333333	0.5444444444444445	0.7777777777777778	0.14159584286287993	0	<function supervised_augment at 0x11f250ae8>	8	NaN	100000.0	1e-06
SVC	0.24444444444444444	0.5444444444444445	0.7444444444444445	0.17270541535755954	2	<function supervised_augment at 0x11f250ae8>	8	NaN	10000000.0	0.01
SVC	0.2222222222222222	0.5444444444444445	0.7444444444444445	0.1794367043394342	4	<function supervised_augment at 0x11f250ae8>	8	NaN	10000000.0	0.01
SVC	0.3333333333333333	0.5444444444444445	0.7333333333333334	0.16718438110048026	5	<function unsupervised_augment at 0x11f250c80>	8	NaN	1000000.0	0.001
SVC	0.3111111111111111	0.5444444444444445	0.7222222222222222	0.1497322713593157	2	<function supervised_augment at 0x11f250ae8>	10	NaN	10000000.0	0.001
SVC	0.26666666666666666	0.5444444444444445	0.7222222222222222	0.1599382596928585	4	<function supervised_augment at 0x11f250ae8>	10	NaN	1000.0	0.1
SVC	0.2888888888888889	0.5444444444444445	0.7222222222222222	0.14907119849998596	4	<function supervised_augment at 0x11f250ae8>	10	NaN	1000000.0	0.01
SVC	0.2888888888888889	0.5444444444444445	0.7000000000000001	0.14740554623801774	4	<function random_augment at 0x11f2508c8>	10	NaN	100.0	1.0
SVC	0.2888888888888889	0.5444444444444445	0.7000000000000001	0.14740554623801774	4	<function supervised_augment at 0x11f250ae8>	10	NaN	100000.0	0.01
SVC	0.3111111111111111	0.5444444444444445	0.7000000000000001	0.13480667456091647	20	<function random_augment at 0x11f2508c8>	9	NaN	100000.0	0.1
SVC	0.37777777777777777	0.5444444444444445	0.6777777777777777	0.1137465234850642	4	<function random_augment at 0x11f2508c8>	10	NaN	100000.0	0.1
RandomForestClassifier	0.4666666666666666	0.5444444444444445	0.6666666666666666	0.07302967433402215	2	<function unsupervised_augment at 0x11f250c80>	8	6.0	NaN	NaN
RandomForestClassifier	0.4444444444444445	0.5444444444444445	0.6666666666666666	0.07825251938515114	2	<function supervised_augment at 0x11f250ae8>	8	12.0	NaN	NaN
RandomForestClassifier	0.4444444444444445	0.5444444444444445	0.6666666666666666	0.07825251938515114	2	<function supervised_augment at 0x11f250ae8>	8	14.0	NaN	NaN
RandomForestClassifier	0.4444444444444445	0.5444444444444445	0.6666666666666666	0.07825251938515114	3	<function supervised_augment at 0x11f250ae8>	10	10.0	NaN	NaN
RandomForestClassifier	0.4444444444444445	0.5444444444444445	0.6666666666666666	0.07825251938515114	3	<function supervised_augment at 0x11f250ae8>	10	12.0	NaN	NaN
RandomForestClassifier	0.4444444444444445	0.5444444444444445	0.6666666666666666	0.07825251938515114	3	<function supervised_augment at 0x11f250ae8>	10	14.0	NaN	NaN
RandomForestClassifier	0.4444444444444445	0.5444444444444445	0.6666666666666666	0.08073734277593309	4	<function unsupervised_augment at 0x11f250c80>	8	6.0	NaN	NaN
RandomForestClassifier	0.4777777777777778	0.5444444444444445	0.6666666666666666	0.07027283689263064	4	<function unsupervised_augment at 0x11f250c80>	9	8.0	NaN	NaN
RandomForestClassifier	0.4777777777777778	0.5444444444444445	0.6666666666666666	0.07027283689263064	4	<function unsupervised_augment at 0x11f250c80>	10	6.0	NaN	NaN
RandomForestClassifier	0.4777777777777778	0.5444444444444445	0.6666666666666666	0.07027283689263064	5	<function unsupervised_augment at 0x11f250c80>	10	6.0	NaN	NaN
RandomForestClassifier	0.43333333333333335	0.5444444444444445	0.6666666666666666	0.0769800358919501	5	<function supervised_augment at 0x11f250ae8>	8	8.0	NaN	NaN
RandomForestClassifier	0.43333333333333335	0.5444444444444445	0.6666666666666666	0.0769800358919501	5	<function supervised_augment at 0x11f250ae8>	8	10.0	NaN	NaN
RandomForestClassifier	0.43333333333333335	0.5444444444444445	0.6666666666666666	0.0769800358919501	5	<function supervised_augment at 0x11f250ae8>	8	12.0	NaN	NaN
RandomForestClassifier	0.43333333333333335	0.5444444444444445	0.6666666666666666	0.0769800358919501	5	<function supervised_augment at 0x11f250ae8>	8	14.0	NaN	NaN
RandomForestClassifier	0.43333333333333335	0.5444444444444445	0.6666666666666666	0.0769800358919501	5	<function supervised_augment at 0x11f250ae8>	9	10.0	NaN	NaN
RandomForestClassifier	0.43333333333333335	0.5444444444444445	0.6666666666666666	0.0769800358919501	5	<function supervised_augment at 0x11f250ae8>	9	12.0	NaN	NaN
RandomForestClassifier	0.43333333333333335	0.5444444444444445	0.6666666666666666	0.0769800358919501	5	<function supervised_augment at 0x11f250ae8>	9	14.0	NaN	NaN
RandomForestClassifier	0.43333333333333335	0.5444444444444445	0.6666666666666666	0.0769800358919501	5	<function supervised_augment at 0x11f250ae8>	10	8.0	NaN	NaN
RandomForestClassifier	0.43333333333333335	0.5444444444444445	0.6666666666666666	0.0769800358919501	5	<function supervised_augment at 0x11f250ae8>	10	10.0	NaN	NaN
RandomForestClassifier	0.43333333333333335	0.5444444444444445	0.6666666666666666	0.0769800358919501	5	<function supervised_augment at 0x11f250ae8>	10	12.0	NaN	NaN
RandomForestClassifier	0.43333333333333335	0.5444444444444445	0.6666666666666666	0.0769800358919501	5	<function supervised_augment at 0x11f250ae8>	10	14.0	NaN	NaN
RandomForestClassifier	0.4444444444444445	0.5444444444444445	0.6666666666666666	0.07503085784948502	20	<function supervised_augment at 0x11f250ae8>	10	8.0	NaN	NaN
SVC	0.41111111111111115	0.5444444444444445	0.6666666666666666	0.08720629720154925	1	<function unsupervised_augment at 0x11f250c80>	10	NaN	1000.0	1.0
SVC	0.41111111111111115	0.5444444444444445	0.6666666666666666	0.08720629720154925	1	<function unsupervised_augment at 0x11f250c80>	10	NaN	10000.0	1.0
SVC	0.41111111111111115	0.5444444444444445	0.6666666666666666	0.08720629720154925	1	<function unsupervised_augment at 0x11f250c80>	10	NaN	100000.0	1.0
SVC	0.41111111111111115	0.5444444444444445	0.6666666666666666	0.08720629720154925	1	<function unsupervised_augment at 0x11f250c80>	10	NaN	1000000.0	1.0
SVC	0.41111111111111115	0.5444444444444445	0.6666666666666666	0.08720629720154925	1	<function unsupervised_augment at 0x11f250c80>	10	NaN	10000000.0	1.0
SVC	0.4444444444444445	0.5444444444444445	0.6666666666666666	0.08373974969518565	1	<function supervised_augment at 0x11f250ae8>	8	NaN	100.0	1.0
SVC	0.4444444444444445	0.5444444444444445	0.6666666666666666	0.08373974969518565	1	<function supervised_augment at 0x11f250ae8>	8	NaN	1000.0	0.1
SVC	0.43333333333333335	0.5444444444444445	0.6666666666666666	0.07950463919999251	2	<function unsupervised_augment at 0x11f250c80>	8	NaN	10000.0	0.1
SVC	0.2888888888888889	0.5444444444444445	0.6666666666666666	0.13626408637116347	4	<function random_augment at 0x11f2508c8>	9	NaN	100000.0	1.0
SVC	0.2888888888888889	0.5444444444444445	0.6666666666666666	0.14263828031894407	5	<function random_augment at 0x11f2508c8>	8	NaN	10.0	1.0
SVC	0.41111111111111115	0.5444444444444445	0.6666666666666666	0.08720629720154925	5	<function supervised_augment at 0x11f250ae8>	10	NaN	100000.0	0.01
SVC	0.43333333333333335	0.5444444444444445	0.6666666666666666	0.07950463919999251	5	<function supervised_augment at 0x11f250ae8>	10	NaN	1000000.0	0.01
SVC	0.3333333333333333	0.5444444444444445	0.6555555555555556	0.10976968031314197	1	<function supervised_augment at 0x11f250ae8>	10	NaN	0.1	1.0
SVC	0.3111111111111111	0.5444444444444445	0.6555555555555556	0.12171612389003691	2	<function random_augment at 0x11f2508c8>	8	NaN	100000.0	0.1
SVC	0.43333333333333335	0.5444444444444445	0.6444444444444445	0.07027283689263067	1	<function random_augment at 0x11f2508c8>	8	NaN	10000.0	1.0
SVC	0.37777777777777777	0.5444444444444445	0.6333333333333333	0.09375565826546217	4	<function random_augment at 0x11f2508c8>	10	NaN	1.0	10.0
SVC	0.4777777777777778	0.5444444444444445	0.6222222222222222	0.06440611887195306	5	<function unsupervised_augment at 0x11f250c80>	10	NaN	1000000.0	0.1
SVC	0.2888888888888889	0.5444444444444444	0.7777777777777778	0.1689473582999841	1	<function supervised_augment at 0x11f250ae8>	9	NaN	1000000.0	0.0001
SVC	0.3333333333333333	0.5444444444444444	0.7444444444444445	0.1480740555462905	10	<function random_augment at 0x11f2508c8>	9	NaN	10000.0	10.0
SVC	0.3333333333333333	0.5444444444444444	0.7444444444444445	0.1480740555462905	10	<function random_augment at 0x11f2508c8>	10	NaN	10000.0	10.0
RandomForestClassifier	0.4222222222222222	0.5444444444444444	0.7111111111111111	0.12090196007764838	0	<function random_augment at 0x11f2508c8>	9	2.0	NaN	NaN
RandomForestClassifier	0.4222222222222222	0.5444444444444444	0.7111111111111111	0.12090196007764838	0	<function unsupervised_augment at 0x11f250c80>	9	2.0	NaN	NaN
RandomForestClassifier	0.4222222222222222	0.5444444444444444	0.7111111111111111	0.12090196007764838	0	<function supervised_augment at 0x11f250ae8>	9	2.0	NaN	NaN
SVC	0.3333333333333333	0.5444444444444444	0.6888888888888888	0.13033669598769046	5	<function supervised_augment at 0x11f250ae8>	10	NaN	1000000.0	1e-05
RandomForestClassifier	0.45555555555555555	0.5444444444444444	0.6666666666666666	0.07235031376044314	1	<function supervised_augment at 0x11f250ae8>	10	4.0	NaN	NaN
RandomForestClassifier	0.4777777777777778	0.5444444444444444	0.6666666666666666	0.06440611887195305	3	<function supervised_augment at 0x11f250ae8>	8	4.0	NaN	NaN
RandomForestClassifier	0.45555555555555555	0.5444444444444444	0.6666666666666666	0.07235031376044314	4	<function unsupervised_augment at 0x11f250c80>	8	12.0	NaN	NaN
RandomForestClassifier	0.45555555555555555	0.5444444444444444	0.6666666666666666	0.07235031376044314	4	<function unsupervised_augment at 0x11f250c80>	8	14.0	NaN	NaN
RandomForestClassifier	0.45555555555555555	0.5444444444444444	0.6666666666666666	0.07235031376044314	5	<function random_augment at 0x11f2508c8>	10	12.0	NaN	NaN
RandomForestClassifier	0.45555555555555555	0.5444444444444444	0.6666666666666666	0.07235031376044314	5	<function unsupervised_augment at 0x11f250c80>	10	8.0	NaN	NaN
RandomForestClassifier	0.45555555555555555	0.5444444444444444	0.6666666666666666	0.07235031376044314	5	<function unsupervised_augment at 0x11f250c80>	10	10.0	NaN	NaN
RandomForestClassifier	0.4444444444444444	0.5444444444444444	0.6666666666666666	0.0905402168331705	10	<function unsupervised_augment at 0x11f250c80>	8	4.0	NaN	NaN
RandomForestClassifier	0.4444444444444445	0.5444444444444444	0.6666666666666666	0.08549059582965038	20	<function random_augment at 0x11f2508c8>	9	10.0	NaN	NaN
SVC	0.4444444444444445	0.5444444444444444	0.6666666666666666	0.07568616162633954	1	<function random_augment at 0x11f2508c8>	10	NaN	10000000.0	1.0
SVC	0.39999999999999997	0.5444444444444444	0.6666666666666666	0.10375660026603337	1	<function unsupervised_augment at 0x11f250c80>	9	NaN	1000.0	0.01
SVC	0.45555555555555555	0.5444444444444444	0.6666666666666666	0.06956655929999345	1	<function unsupervised_augment at 0x11f250c80>	10	NaN	1.0	1.0
SVC	0.4666666666666666	0.5444444444444444	0.6666666666666666	0.06666666666666667	2	<function unsupervised_augment at 0x11f250c80>	9	NaN	10000000.0	0.0001
SVC	0.26666666666666666	0.5444444444444444	0.6666666666666666	0.1453815754115211	5	<function random_augment at 0x11f2508c8>	8	NaN	100.0	10.0
SVC	0.37777777777777777	0.5444444444444444	0.6666666666666666	0.1018350154434631	5	<function random_augment at 0x11f2508c8>	10	NaN	10.0	10.0
SVC	0.4666666666666666	0.5444444444444444	0.6666666666666666	0.07166451331820932	5	<function supervised_augment at 0x11f250ae8>	8	NaN	100000.0	1.0
SVC	0.4666666666666666	0.5444444444444444	0.6666666666666666	0.07166451331820932	5	<function supervised_augment at 0x11f250ae8>	8	NaN	1000000.0	1.0
SVC	0.4666666666666666	0.5444444444444444	0.6666666666666666	0.07166451331820932	5	<function supervised_augment at 0x11f250ae8>	8	NaN	10000000.0	1.0
SVC	0.4666666666666666	0.5444444444444444	0.6555555555555556	0.07950463919999255	2	<function random_augment at 0x11f2508c8>	10	NaN	10000000.0	0.1
SVC	0.48888888888888893	0.5444444444444444	0.6222222222222222	0.045542003404264876	20	<function random_augment at 0x11f2508c8>	8	NaN	1000.0	1.0
SVC	0.3333333333333333	0.5422222222222223	0.8222222222222223	0.2137726957122887	2	<function random_augment at 0x11f2508c8>	9	NaN	1000000.0	1e-05
SVC	0.3333333333333333	0.5422222222222223	0.7333333333333333	0.1285051759537863	5	<function random_augment at 0x11f2508c8>	10	NaN	100.0	0.1
SVC	0.3333333333333333	0.5422222222222223	0.7111111111111111	0.12617839614736348	3	<function random_augment at 0x11f2508c8>	8	NaN	100000.0	1e-06
SVC	0.3333333333333333	0.5422222222222223	0.7111111111111111	0.12617839614736348	3	<function random_augment at 0x11f2508c8>	10	NaN	10.0	0.01
SVC	0.3333333333333333	0.5422222222222223	0.7111111111111111	0.12380789579719219	10	<function random_augment at 0x11f2508c8>	8	NaN	10.0	0.01
SVC	0.4444444444444444	0.5422222222222223	0.7111111111111111	0.09997530559290663	20	<function supervised_augment at 0x11f250ae8>	8	NaN	100.0	0.1
SVC	0.3111111111111111	0.5422222222222223	0.688888888888889	0.1437418811448554	1	<function unsupervised_augment at 0x11f250c80>	9	NaN	100000.0	0.01
SVC	0.3111111111111111	0.5422222222222223	0.688888888888889	0.13669827999315287	2	<function unsupervised_augment at 0x11f250c80>	8	NaN	1000.0	0.1
SVC	0.24444444444444444	0.5422222222222223	0.688888888888889	0.16122984130859605	20	<function unsupervised_augment at 0x11f250c80>	9	NaN	10000000.0	1.0
SVC	0.2888888888888889	0.5422222222222223	0.688888888888889	0.1366982799931529	20	<function supervised_augment at 0x11f250ae8>	9	NaN	100.0	1.0
SVC	0.3333333333333333	0.5422222222222223	0.6444444444444445	0.1103082101865854	10	<function supervised_augment at 0x11f250ae8>	8	NaN	0.1	1.0
SVC	0.3333333333333333	0.5422222222222223	0.6444444444444445	0.113833319776584	20	<function random_augment at 0x11f2508c8>	8	NaN	1000000.0	0.01
SVC	0.4222222222222222	0.5422222222222223	0.6222222222222222	0.06681465057054627	2	<function unsupervised_augment at 0x11f250c80>	8	NaN	100000.0	0.1
SVC	0.4444444444444445	0.5422222222222223	0.6	0.0537024265493092	2	<function random_augment at 0x11f2508c8>	9	NaN	100000.0	0.1
SVC	0.4444444444444445	0.5422222222222223	0.6	0.0537024265493092	2	<function random_augment at 0x11f2508c8>	9	NaN	1000000.0	0.1
SVC	0.4222222222222222	0.5422222222222223	0.6	0.06222222222222222	2	<function unsupervised_augment at 0x11f250c80>	8	NaN	1000000.0	0.1
SVC	0.4222222222222222	0.5422222222222223	0.6	0.06222222222222222	2	<function unsupervised_augment at 0x11f250c80>	8	NaN	10000000.0	0.1
SVC	0.5111111111111111	0.5422222222222223	0.5777777777777778	0.030143688813890124	3	<function random_augment at 0x11f2508c8>	10	NaN	10000000.0	1.0
SVC	0.4222222222222222	0.5422222222222222	0.6777777777777777	0.11053182324840786	10	<function supervised_augment at 0x11f250ae8>	8	NaN	1000000.0	0.01
SVC	0.3111111111111111	0.5422222222222222	0.6777777777777777	0.1361553216181368	20	<function unsupervised_augment at 0x11f250c80>	10	NaN	100000.0	0.1
RandomForestClassifier	0.3111111111111111	0.5422222222222222	0.6666666666666666	0.12380789579719215	2	<function unsupervised_augment at 0x11f250c80>	9	8.0	NaN	NaN
