,ID_BLT,ENM,CASRN,maximum_weight_fraction,size_avg_nm,propMW,propMP,propBP,propDensity,PUCID,gencatID,group,product_type,refined_product_type,assignedID,absorbent,antioxidant,antistain_agent,biocide,brightener,chemical_reaction_regulator,colorant,dehydrating_agent,deodorizer,dispersing_agent,filler,flavouring_nutrient,fuel_agent,hardener,humectant,lubricating_agent,opacifier,uv_stabilizer,viscosity_modifier,OECD_function,functionSum,LOD,measured
93,Rogers_03,Silver,7440-22-4,0.000015,6.6,107.868,961.78,2162,10.345,PH.0200.010.099.P,PH,nutritional supplements ,nutritional supplements,NOC,P,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"biocide
flavouring_nutrient",2,0,0
94,Rogers_04,Silver,7440-22-4,0.0005,30,107.868,961.78,2162,10.345,PH.0200.010.099.P,PH,nutritional supplements ,nutritional supplements,NOC,P,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"biocide
flavouring_nutrient",2,0,0
95,Rogers_05,Silver,7440-22-4,0.00001,40,107.868,961.78,2162,10.345,PH.0200.010.099.P,PH,nutritional supplements ,nutritional supplements,NOC,P,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"biocide
flavouring_nutrient",2,0,0
96,Rogers_06,Silver,7440-22-4,0.0002,27.5,107.868,961.78,2162,10.345,PH.0200.010.099.P,PH,nutritional supplements ,nutritional supplements,NOC,P,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"biocide
flavouring_nutrient",2,0,0
97,Rogers_07,Silver,7440-22-4,0.00000598,22.5,107.868,961.78,2162,10.345,PC.1500.010.050.F,PC,foot care ,foot care,spray,F,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"biocide
deodorizer",2,0,1
98,Rogers_08,Silver,7440-22-4,0.00000612,22.5,107.868,961.78,2162,10.345,CP.0700.020.050.F,CP,general household cleaning ,disinfectant,spray,F,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,biocide,1,0,1
99,Rogers_10,Silver,7440-22-4,0.00024,20,107.868,961.78,2162,10.345,PC.0500.050.099.F,PC,body hygiene ,hand sanitizer,NOC,F,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,biocide,1,0,0
100,Rogers_11,Silver,7440-22-4,0.00001,30,107.868,961.78,2162,10.345,PC.0500.050.099.F,PC,body hygiene ,hand sanitizer,NOC,F,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,biocide,1,0,0
101,Rogers_12,Silver,7440-22-4,0.00001,25,107.868,961.78,2162,10.345,PH.0200.010.099.P,PH,nutritional supplements ,nutritional supplements,NOC,P,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"biocide
flavouring_nutrient",2,0,0
102,Rogers_15,Silver,7440-22-4,0.00003,30,107.868,961.78,2162,10.345,PH.0200.010.099.P,PH,nutritional supplements ,nutritional supplements,NOC,P,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"biocide
flavouring_nutrient",2,0,0
103,Rogers_16,Silver,7440-22-4,0.00002,27.5,107.868,961.78,2162,10.345,PH.0200.010.099.P,PH,nutritional supplements ,nutritional supplements,NOC,P,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"biocide
flavouring_nutrient",2,0,0
104,Rogers_17,Silver,7440-22-4,0.000025,30,107.868,961.78,2162,10.345,PH.0200.010.099.P,PH,nutritional supplements ,nutritional supplements,NOC,P,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"biocide
flavouring_nutrient",2,0,0
105,Rogers_18,Silver,7440-22-4,0.00001,60,107.868,961.78,2162,10.345,PH.0200.010.099.P,PH,nutritional supplements ,nutritional supplements,NOC,P,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"biocide
flavouring_nutrient",2,0,0
106,Rogers_19,Silver,7440-22-4,0.00002,60,107.868,961.78,2162,10.345,PC.0500.050.050.F,PC,body hygiene ,hand sanitizer,spray,F,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,biocide,1,0,0
107,Rogers_20,Silver,7440-22-4,0.00000872,35,107.868,961.78,2162,10.345,CP.0700.020.050.F,CP,general household cleaning ,disinfectant,spray,F,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,biocide,1,0,1
108,Rogers_21,Silver,7440-22-4,0.00003,30,107.868,961.78,2162,10.345,PC.0500.050.050.F,PC,body hygiene ,hand sanitizer,spray,F,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,biocide,1,0,0
109,Rogers_22,Silver,7440-22-4,0.00002,40,107.868,961.78,2162,10.345,PH.0200.010.099.P,PH,nutritional supplements ,nutritional supplements,NOC,P,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"biocide
flavouring_nutrient",2,0,0
110,Thornton_01,Silver,7440-22-4,0.62,,107.868,961.78,2162,10.345,PC.1200.050.099.F,PC,facial cleansing and moisturizing ,face wash,NOC,F,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,biocide,1,0,0
111,Thornton_02,Silver,7440-22-4,0.54,,107.868,961.78,2162,10.345,PC.0500.030.099.F,PC,body hygiene ,body wash,NOC,F,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,biocide,1,0,0
