	0	1	2	3	4	5	6	7	8	9	10
0	0.6976037885955636	0.37625848732118466	0.07659650174306955	-0.090394760917197	-0.8208640892121182	1.6061713423577073	-0.6046532884203228	-0.7079701380823611	0.31974410022645844	-0.015747151755987173	0.11631200487361804
1	-0.81547379460759	0.04689657609409027	0.19827055633972532	-0.6995464547661583	-0.014928300360218708	-0.15651495524659018	0.01816511818849314	-0.055370383937426035	-0.047272318761713644	0.01810716166738555	-0.015805883685162562
2	-0.41947099609361815	0.42460454967503863	0.24170664340276246	-0.8067116172216378	-0.02560950866793826	-0.12261244486597847	-0.1717907705338943	0.13637611776326494	-0.010059987693208719	-0.1404705704804001	0.1579569921807453
3	-0.02152437336365657	-0.544465705996468	-0.49861198735321416	-0.0331019907362854	0.03070389803087935	-0.22065681789575825	0.3568295399865703	-0.14108969795126816	0.0928795313172288	0.7867533749644235	0.08947345512930423
4	-0.12470954096307442	-0.5247565678093855	-0.23373052013565182	0.10238064308786306	-0.02340211162728926	-0.36247841742423453	0.31071625277375886	-0.17271039437749333	0.6715153234463213	0.3475858244052304	-0.18597961514193243
5	-0.7820637206140484	-0.5182305320590294	-0.14912052058968686	0.4798386249254715	-0.37952232806574215	0.39082505495917497	-0.5777569345892977	-0.119505921004627	-0.1788415027851833	0.023881781612793702	-0.14616262820799744
6	-0.7820637206140485	-0.5182305320590296	-0.14912052058968722	0.4798386249254711	-0.37952232806574215	0.39082505495917463	-0.577756934589297	-0.11950592100462662	-0.17884150278518357	0.023881781612793637	-0.1461626282079969
7	-0.8447238224546858	0.06036678349380228	0.16980682784261522	-0.5867177478564385	-0.014401360007349807	-0.17218028649450925	0.05237723702104664	-0.07805970403546984	-0.03780416775109101	0.05467411896885156	-0.041223968490829495
8	-0.8447238224546856	0.06036678349380206	0.169806827842615	-0.5867177478564388	-0.014401360007349926	-0.17218028649450948	0.05237723702104703	-0.07805970403546991	-0.03780416775109105	0.05467411896885202	-0.04122396849082964
9	-0.8447238224546858	0.060366783493802166	0.16980682784261508	-0.5867177478564386	-0.014401360007349808	-0.17218028649450945	0.05237723702104687	-0.07805970403546997	-0.037804167751091154	0.05467411896885168	-0.0412239684908295
